@relation 'pacmanInformation-weka.filters.unsupervised.attribute.Remove-R24-weka.filters.unsupervised.attribute.Remove-R7-8,17-22'

@attribute PacPosX numeric
@attribute PacPosY numeric
@attribute ActN {North,None}
@attribute ActSo {South,None}
@attribute ActE {East,None}
@attribute ActW {West,None}
@attribute G1PosX numeric
@attribute G1PosY numeric
@attribute G2PosX numeric
@attribute G2PosY numeric
@attribute G3PosX numeric
@attribute G3PosY numeric
@attribute G4PosX numeric
@attribute G4PosY numeric
@attribute Score numeric
@attribute PacDir {North,South,East,West,Stop,None}

@data
6,9,North,South,None,West,1,1,3,1,23,8,18,18,330,North
6,10,None,South,None,West,1,1,3,1,22,8,18,17,329,North
5,10,None,South,East,West,1,1,3,1,23,8,19,17,328,West
5,9,North,South,East,West,1,1,3,1,23,9,19,17,327,South
6,9,North,South,None,West,1,1,3,1,23,8,19,18,326,East
6,8,North,South,None,West,1,1,3,1,22,8,19,18,325,South
6,7,North,South,None,West,1,1,3,1,22,8,20,18,324,South
6,6,North,None,East,West,1,1,3,1,21,8,21,18,323,South
7,6,None,None,East,West,1,1,3,1,22,8,21,17,322,East
8,6,North,South,East,West,1,1,3,1,22,8,21,17,321,East
8,7,North,South,East,None,1,1,3,1,23,8,20,17,320,North
9,7,North,South,East,West,1,1,3,1,23,9,19,17,319,East
9,8,North,South,East,West,1,1,3,1,23,10,19,18,318,North
9,9,North,South,East,West,1,1,3,1,22,10,19,17,317,North
9,10,North,South,East,West,1,1,3,1,21,10,18,17,316,North
10,10,North,South,East,West,1,1,3,1,21,10,18,18,315,East
11,10,North,South,None,West,1,1,3,1,22,10,19,18,314,East
11,11,North,South,None,West,1,1,3,1,21,10,20,18,313,North
11,12,None,South,East,West,1,1,3,1,20,10,20,18,312,North
12,12,None,None,East,West,1,1,3,1,21,10,20,18,311,East
13,12,None,South,East,West,1,1,3,1,20,10,20,17,310,East
13,11,North,South,East,None,1,1,3,1,20,10,20,16,309,South
14,11,North,South,East,West,1,1,3,1,20,11,20,16,308,East
15,11,North,South,East,West,1,1,3,1,20,11,20,16,307,East
16,11,North,South,East,West,1,1,3,1,20,10,20,15,306,East
16,10,North,None,East,West,1,1,3,1,20,11,20,15,305,South
17,10,North,None,East,West,1,1,3,1,20,12,20,14,304,East
17,11,North,South,East,West,1,1,3,1,19,12,19,14,303,North
17,12,North,South,East,West,1,1,3,1,18,12,20,14,302,North
18,12,North,South,East,West,1,1,3,1,5,1,19,14,501,East
18,13,North,South,East,West,1,1,3,1,5,1,19,14,500,North
18,14,None,South,East,West,1,1,3,1,5,1,19,14,499,North
19,14,None,South,East,West,1,1,3,1,5,1,19,13,498,East
14,3,None,None,East,West,10,15,13,15,14,15,17,15,0,Stop
15,3,North,None,East,West,11,15,14,15,15,15,17,15,-1,East
15,4,North,South,None,None,11,15,13,15,15,15,17,15,-2,North
15,5,None,South,East,None,10,15,13,15,15,15,16,15,-3,North
16,5,None,None,East,West,11,15,13,16,14,15,16,15,-4,East
17,5,None,None,East,West,12,15,13,15,14,16,16,15,-5,East
18,5,North,None,None,West,12,15,14,15,14,17,16,15,-6,East
18,6,North,South,None,None,12,15,15,15,13,17,15,15,-7,North
18,7,North,South,None,None,11,15,15,15,14,17,15,15,-8,North
18,8,None,South,East,West,10,15,15,15,15,17,15,15,-9,North
17,8,None,None,East,West,11,15,16,15,14,17,16,15,-10,West
16,8,None,None,East,West,12,15,17,15,13,17,15,15,-11,West
15,8,North,None,East,West,13,15,17,15,12,17,15,15,-12,West
15,9,North,South,None,None,13,16,17,15,11,17,15,15,-13,North
15,10,North,South,None,None,13,17,17,15,11,17,15,15,-14,North
15,11,None,South,East,None,13,17,17,15,10,17,15,15,-15,North
16,11,None,None,East,West,14,17,17,15,11,17,14,15,-16,East
17,11,None,None,East,West,14,16,16,15,10,17,14,15,-17,East
18,11,None,None,East,West,14,17,17,15,11,17,15,15,-18,East
19,11,North,None,East,West,14,16,16,15,10,17,14,15,-19,East
19,12,North,South,None,None,13,16,17,15,10,17,14,16,-20,North
19,13,North,South,None,West,13,15,17,15,10,17,14,15,-21,North
18,13,None,None,East,West,13,15,17,15,10,17,15,15,-22,West
17,13,None,None,East,West,13,15,16,15,11,17,14,15,-23,West
16,13,None,None,East,West,14,15,17,15,10,17,14,16,-24,West
15,13,None,None,East,West,13,15,17,15,10,17,13,16,-25,West
14,13,None,None,East,West,13,16,16,15,11,17,13,16,-26,West
13,13,None,None,East,West,13,17,16,15,10,17,13,15,-27,West
12,13,None,None,East,West,13,17,15,15,10,17,14,15,-28,West
11,13,None,None,East,West,14,17,14,15,11,17,14,15,-29,West
10,13,None,None,East,West,13,17,14,16,12,17,14,15,-30,West
9,13,None,None,East,West,13,17,14,15,13,17,14,15,-31,West
8,13,North,South,East,None,13,17,15,15,13,16,15,15,-32,West
8,14,North,South,None,None,13,17,14,15,13,16,15,15,-33,North
8,15,North,South,None,West,14,17,15,15,13,16,15,15,-34,North
8,16,North,South,None,None,14,16,15,15,14,16,16,15,-35,North
8,17,None,South,East,None,13,16,14,15,14,15,16,15,-36,North
9,17,None,None,East,West,13,15,13,15,14,15,16,15,-37,East
10,17,None,None,East,West,13,16,13,15,13,15,16,15,-38,East
11,17,None,None,East,West,13,17,13,16,13,16,16,15,-39,East
12,17,North,None,East,West,14,17,13,17,14,16,15,15,-40,East
13,17,None,South,East,West,15,17,3,1,14,17,16,15,159,East
14,17,None,South,East,West,1,1,3,1,5,1,15,15,558,East
14,16,North,South,None,West,1,1,3,1,5,1,16,15,557,South
14,15,North,None,East,West,1,1,3,1,5,1,16,15,556,South
15,15,None,None,East,West,1,1,3,1,5,1,16,15,555,East
14,3,None,None,East,West,10,15,13,15,14,15,17,15,0,Stop
15,3,North,None,East,West,10,15,13,15,14,15,17,15,-1,East
15,4,North,South,None,None,10,15,13,15,14,15,17,15,-2,North
15,5,None,South,East,None,10,15,13,15,14,15,17,15,-3,North
16,5,None,None,East,West,10,15,13,15,14,15,17,15,-4,East
17,5,None,None,East,West,10,15,13,15,14,15,17,15,-5,East
18,5,North,None,None,West,10,15,13,15,14,15,17,15,-6,East
18,6,North,South,None,None,10,15,13,15,14,15,17,15,-7,North
18,7,North,South,None,None,10,15,13,15,14,15,17,15,-8,North
18,8,None,South,East,West,10,15,13,15,14,15,17,15,-9,North
17,8,None,None,East,West,10,15,13,15,14,15,17,15,-10,West
16,8,None,None,East,West,10,15,13,15,14,15,17,15,-11,West
15,8,North,None,East,West,10,15,13,15,14,15,17,15,-12,West
15,9,North,South,None,None,10,15,13,15,14,15,17,15,-13,North
15,10,North,South,None,None,10,15,13,15,14,15,17,15,-14,North
15,11,None,South,East,None,10,15,13,15,14,15,17,15,-15,North
16,11,None,None,East,West,10,15,13,15,14,15,17,15,-16,East
17,11,None,None,East,West,10,15,13,15,14,15,17,15,-17,East
18,11,None,None,East,West,10,15,13,15,14,15,17,15,-18,East
19,11,North,None,East,West,10,15,13,15,14,15,17,15,-19,East
19,12,North,South,None,None,10,15,13,15,14,15,17,15,-20,North
19,13,North,South,None,West,10,15,13,15,14,15,17,15,-21,North
18,13,None,None,East,West,10,15,13,15,14,15,17,15,-22,West
17,13,None,None,East,West,10,15,13,15,14,15,17,15,-23,West
16,13,None,None,East,West,10,15,13,15,14,15,17,15,-24,West
15,13,None,None,East,West,10,15,13,15,14,15,17,15,-25,West
14,13,None,None,East,West,10,15,13,15,14,15,17,15,-26,West
13,13,None,None,East,West,10,15,13,15,14,15,17,15,-27,West
12,13,None,None,East,West,10,15,13,15,14,15,17,15,-28,West
11,13,None,None,East,West,10,15,13,15,14,15,17,15,-29,West
10,13,None,None,East,West,10,15,13,15,14,15,17,15,-30,West
9,13,None,None,East,West,10,15,13,15,14,15,17,15,-31,West
8,13,North,South,East,None,10,15,13,15,14,15,17,15,-32,West
8,14,North,South,None,None,10,15,13,15,14,15,17,15,-33,North
8,15,North,South,None,West,10,15,13,15,14,15,17,15,-34,North
8,16,North,South,None,None,10,15,13,15,14,15,17,15,-35,North
8,17,None,South,East,None,10,15,13,15,14,15,17,15,-36,North
9,17,None,None,East,West,10,15,13,15,14,15,17,15,-37,East
10,17,None,None,East,West,10,15,13,15,14,15,17,15,-38,East
11,17,None,None,East,West,10,15,13,15,14,15,17,15,-39,East
12,17,North,None,East,West,10,15,13,15,14,15,17,15,-40,East
13,17,None,South,East,West,10,15,13,15,14,15,17,15,-41,East
13,16,North,South,East,None,10,15,13,15,14,15,17,15,-42,South
13,15,North,None,East,West,10,15,3,1,14,15,17,15,157,South
14,15,North,None,East,West,10,15,3,1,5,1,17,15,356,East
15,15,None,None,East,West,10,15,3,1,5,1,17,15,355,East
16,15,None,None,East,West,10,15,3,1,5,1,17,15,354,East
17,15,None,None,None,West,10,15,3,1,5,1,7,1,553,East
16,15,None,None,East,West,10,15,3,1,5,1,7,1,552,West
15,15,None,None,East,West,10,15,3,1,5,1,7,1,551,West
14,15,North,None,East,West,10,15,3,1,5,1,7,1,550,West
13,15,North,None,East,West,10,15,3,1,5,1,7,1,549,West
12,15,None,None,East,West,10,15,3,1,5,1,7,1,548,West
14,3,None,None,East,West,10,15,13,15,14,15,17,15,0,Stop
15,3,North,None,East,West,11,15,13,16,15,15,17,15,-1,East
15,4,North,South,None,None,11,15,13,17,14,15,16,15,-2,North
15,5,None,South,East,None,12,15,12,17,15,15,17,15,-3,North
16,5,None,None,East,West,13,15,12,18,14,15,16,15,-4,East
17,5,None,None,East,West,13,15,12,17,14,16,16,15,-5,East
18,5,North,None,None,West,14,15,12,18,13,16,17,15,-6,East
18,6,North,South,None,None,14,16,12,17,14,16,16,15,-7,North
18,7,North,South,None,None,14,16,12,17,14,17,16,15,-8,North
18,8,None,South,East,West,13,16,13,17,15,17,17,15,-9,North
17,8,None,None,East,West,13,15,14,17,14,17,16,15,-10,West
16,8,None,None,East,West,12,15,14,17,15,17,17,15,-11,West
15,8,North,None,East,West,12,15,13,17,16,17,17,15,-12,West
15,9,North,South,None,None,11,15,13,17,16,17,16,15,-13,North
15,10,North,South,None,None,12,15,14,17,15,17,15,15,-14,North
15,11,None,South,East,None,13,15,15,17,14,17,16,15,-15,North
16,11,None,None,East,West,13,16,16,17,14,16,17,15,-16,East
17,11,None,None,East,West,13,15,16,17,14,16,16,15,-17,East
18,11,None,None,East,West,13,15,15,17,13,16,17,15,-18,East
19,11,North,None,East,West,13,15,14,17,14,16,16,15,-19,East
19,12,North,South,None,None,13,15,14,17,14,16,15,15,-20,North
19,13,North,South,None,West,14,15,15,17,13,16,14,15,-21,North
18,13,None,None,East,West,14,15,16,17,13,15,14,16,-22,West
17,13,None,None,East,West,15,15,17,17,12,15,14,17,-23,West
16,13,None,None,East,West,15,15,17,17,12,15,13,17,-24,West
15,13,None,None,East,West,16,15,17,17,13,15,12,17,-25,West
14,13,None,None,East,West,15,15,17,17,12,15,12,18,-26,West
13,13,None,None,East,West,16,15,17,17,13,15,12,19,-27,West
12,13,None,None,East,West,17,15,18,17,13,15,12,18,-28,West
11,13,None,None,East,West,16,15,17,17,14,15,12,18,-29,West
10,13,None,None,East,West,15,15,18,17,14,15,12,17,-30,West
9,13,None,None,East,West,16,15,18,17,13,15,12,17,-31,West
8,13,North,South,East,None,17,15,19,17,12,15,12,17,-32,West
8,14,North,South,None,None,17,15,19,16,11,15,12,18,-33,North
8,15,North,South,None,West,17,15,19,17,12,15,12,17,-34,North
8,16,North,South,None,None,17,15,18,17,13,15,13,17,-35,North
8,17,None,South,East,None,17,15,18,17,14,15,12,17,-36,North
9,17,None,None,East,West,17,15,19,17,15,15,12,17,-37,East
10,17,None,None,East,West,16,15,19,17,16,15,13,17,-38,East
11,17,None,None,East,West,17,15,18,17,16,15,12,17,-39,East
12,17,North,None,East,West,17,15,19,17,17,15,12,18,-40,East
12,18,North,South,None,None,17,15,18,17,16,15,12,19,-41,North
12,19,North,South,None,None,16,15,18,17,16,15,12,20,-42,North
12,20,None,South,None,West,16,15,18,17,16,15,11,20,157,North
11,20,None,None,East,West,16,15,19,17,17,15,7,1,156,West
10,20,None,None,East,West,17,15,18,17,16,15,7,1,155,West
9,20,North,None,East,None,17,15,17,17,17,15,7,1,154,West
9,21,North,South,None,None,17,15,18,17,17,15,7,1,153,North
9,22,North,South,None,None,17,15,19,17,16,15,7,1,152,North
9,23,None,South,East,West,17,15,18,17,17,15,7,1,151,North
10,23,None,None,East,West,17,15,18,17,16,15,7,1,150,East
11,23,None,None,East,West,17,15,17,17,15,15,7,1,149,East
12,23,North,None,East,West,16,15,16,17,16,15,7,1,148,East
13,23,None,None,East,West,15,15,15,17,15,15,7,1,147,East
14,23,None,None,East,West,14,15,16,17,16,15,7,1,146,East
15,23,North,None,East,West,13,15,17,17,15,15,7,1,145,East
16,23,None,None,East,West,14,15,18,17,16,15,7,1,144,East
17,23,None,None,East,West,14,16,18,17,15,15,7,1,143,East
18,23,None,South,East,West,14,17,18,17,14,15,7,1,142,East
18,22,North,South,None,None,14,17,19,17,13,15,7,1,141,South
18,21,North,South,None,None,14,17,19,17,13,15,7,1,140,South
18,20,North,None,None,West,13,17,19,17,13,16,7,1,139,South
17,20,None,None,East,West,14,17,19,16,13,15,7,1,138,West
16,20,None,None,East,West,15,17,19,16,13,16,7,1,137,West
15,20,None,South,East,None,15,17,19,17,13,16,7,1,136,West
15,19,North,South,None,None,15,17,19,17,13,17,7,1,135,South
15,18,North,South,None,None,16,17,18,17,14,17,7,1,134,South
15,17,North,None,East,West,17,17,17,17,14,16,7,1,133,South
16,17,None,None,East,West,18,17,3,1,14,15,7,1,332,East
17,17,None,None,East,West,19,17,3,1,15,15,7,1,331,East
18,17,None,None,East,West,19,17,3,1,15,15,7,1,330,East
19,17,None,South,None,West,1,1,3,1,15,15,7,1,529,East
19,16,North,South,None,None,1,1,3,1,16,15,7,1,528,South
19,15,North,South,East,None,1,1,3,1,16,15,7,1,527,South
19,14,North,South,None,None,1,1,3,1,15,15,7,1,526,South
19,13,North,South,None,West,1,1,3,1,14,15,7,1,525,South
18,13,None,None,East,West,1,1,3,1,14,16,7,1,524,West
17,13,None,None,East,West,1,1,3,1,14,15,7,1,523,West
16,13,None,None,East,West,1,1,3,1,14,16,7,1,522,West
15,13,None,None,East,West,1,1,3,1,13,16,7,1,521,West
14,13,None,None,East,West,1,1,3,1,13,17,7,1,520,West
13,13,None,None,East,West,1,1,3,1,13,16,7,1,519,West
12,13,None,None,East,West,1,1,3,1,14,16,7,1,518,West
11,13,None,None,East,West,1,1,3,1,13,16,7,1,517,West
10,13,None,None,East,West,1,1,3,1,13,17,7,1,516,West
9,13,None,None,East,West,1,1,3,1,13,16,7,1,515,West
8,13,North,South,East,None,1,1,3,1,13,17,7,1,514,West
8,14,North,South,None,None,1,1,3,1,12,17,7,1,513,North
8,15,North,South,None,West,1,1,3,1,12,17,7,1,512,North
8,16,North,South,None,None,1,1,3,1,13,17,7,1,511,North
8,17,None,South,East,None,1,1,3,1,12,17,7,1,510,North
9,17,None,None,East,West,1,1,3,1,13,17,7,1,509,East
10,17,None,None,East,West,1,1,3,1,13,16,7,1,508,East
1,11,None,South,East,None,6,5,6,9,8,11,14,6,0,Stop
1,10,North,South,None,None,7,5,6,10,7,11,14,6,-1,South
1,9,North,South,East,None,7,4,6,11,6,11,14,7,-2,South
2,9,None,South,East,West,8,4,5,11,5,11,14,6,-3,East
3,9,None,South,East,West,8,5,6,11,5,11,14,7,-4,East
4,9,None,South,East,West,7,5,7,11,6,11,13,7,-5,East
5,9,North,South,East,West,8,5,8,11,5,11,13,8,-6,East
5,10,North,South,East,None,8,5,9,11,5,1,14,8,193,North
6,10,North,South,None,West,8,5,10,11,5,1,13,8,192,East
6,11,None,South,East,West,8,6,11,11,5,1,13,7,191,North
7,11,None,None,East,West,8,6,12,11,5,1,12,7,190,East
8,11,None,None,East,West,8,6,13,11,5,1,13,7,189,East
9,11,None,None,East,West,8,5,13,11,5,1,13,8,188,East
10,11,None,South,East,West,9,5,14,11,5,1,13,8,187,East
11,11,None,South,East,West,8,5,14,11,5,1,13,9,186,East
12,11,None,None,East,West,8,6,13,11,5,1,13,8,185,East
13,11,None,None,East,West,8,7,3,1,5,1,14,8,384,East
14,11,None,South,East,West,8,8,3,1,5,1,14,8,383,East
14,10,North,South,None,None,8,9,3,1,5,1,13,8,482,South
14,9,North,South,East,West,9,9,3,1,5,1,14,8,481,South
14,8,North,South,East,West,9,8,3,1,5,1,7,1,680,South
13,8,North,South,East,West,10,8,3,1,5,1,7,1,679,West
12,8,North,South,East,None,10,9,3,1,5,1,7,1,678,West
1,11,None,South,East,None,6,5,6,9,8,11,14,6,0,Stop
1,10,North,South,None,None,6,5,5,9,9,11,14,6,-1,South
1,9,North,South,East,None,7,5,5,9,10,11,14,5,-2,South
2,9,None,South,East,West,7,4,5,9,11,11,13,5,-3,East
3,9,None,South,East,West,6,4,5,9,11,11,12,5,-4,East
4,9,None,South,East,West,5,4,5,8,11,10,11,5,-5,East
4,8,North,South,East,West,6,4,5,8,11,11,10,5,-6,South
5,8,North,South,East,West,6,4,3,1,11,10,9,5,193,East
5,7,North,None,East,West,6,5,3,1,11,9,9,5,192,South
6,7,North,None,East,West,5,5,3,1,11,9,9,6,191,East
7,7,North,None,East,West,5,4,3,1,11,9,10,6,190,East
8,7,North,South,East,West,5,5,3,1,11,10,10,6,189,East
8,6,North,South,East,None,5,5,3,1,10,10,10,6,188,South
9,6,North,South,East,West,6,5,3,1,10,11,10,6,187,East
10,6,North,South,None,West,6,4,3,1,9,11,7,1,486,East
10,5,North,South,East,West,6,5,3,1,8,11,7,1,485,South
9,5,North,South,East,West,5,5,3,1,8,11,7,1,484,West
8,5,North,South,East,West,5,5,3,1,9,11,7,1,483,West
7,5,None,South,East,West,5,4,3,1,10,11,7,1,482,West
7,4,North,South,East,West,4,4,3,1,9,11,7,1,481,South
6,4,North,South,East,West,3,4,3,1,10,11,7,1,480,West
5,4,North,South,East,West,3,3,3,1,9,11,7,1,479,West
5,3,North,None,East,West,3,3,3,1,9,11,7,1,478,South
4,3,North,None,East,West,2,3,3,1,9,11,7,1,477,West
3,3,North,None,East,West,1,1,3,1,8,11,7,1,676,West
3,4,North,South,East,West,1,1,3,1,9,11,7,1,675,North
3,5,None,South,East,West,1,1,3,1,9,11,7,1,674,North
4,5,None,South,East,West,1,1,3,1,10,11,7,1,673,East
5,5,None,South,East,West,1,1,3,1,11,11,7,1,672,East
6,5,None,South,East,West,1,1,3,1,11,10,7,1,671,East
7,5,None,South,East,West,1,1,3,1,11,10,7,1,670,East
8,5,North,South,East,West,1,1,3,1,11,9,7,1,669,East
8,6,North,South,East,None,1,1,3,1,10,9,7,1,668,North
9,6,North,South,East,West,1,1,3,1,9,9,7,1,667,East
1,11,None,South,East,None,6,5,6,9,8,11,14,6,0,Stop
1,10,North,South,None,None,6,5,6,9,8,11,14,6,-1,South
1,9,North,South,East,None,6,5,6,9,8,11,14,6,-2,South
2,9,None,South,East,West,6,5,6,9,8,11,14,6,-3,East
3,9,None,South,East,West,6,5,6,9,8,11,14,6,-4,East
4,9,None,South,East,West,6,5,6,9,8,11,14,6,-5,East
5,9,North,South,East,West,6,5,6,9,8,11,14,6,-6,East
6,9,North,South,East,West,6,5,3,1,8,11,14,6,193,East
6,8,North,South,East,West,6,5,3,1,8,11,14,6,192,South
6,7,North,None,East,West,6,5,3,1,8,11,14,6,191,South
5,7,North,None,East,West,6,5,3,1,8,11,14,6,190,West
4,7,North,None,East,West,6,5,3,1,8,11,14,6,189,West
3,7,North,None,East,West,6,5,3,1,8,11,14,6,188,West
2,7,North,None,East,West,6,5,3,1,8,11,14,6,187,West
1,7,North,South,East,None,6,5,3,1,8,11,14,6,186,West
1,6,North,South,None,None,6,5,3,1,8,11,14,6,185,South
1,5,North,South,East,None,6,5,3,1,8,11,14,6,184,South
2,5,None,South,East,West,6,5,3,1,8,11,14,6,183,East
3,5,None,South,East,West,6,5,3,1,8,11,14,6,182,East
4,5,None,South,East,West,6,5,3,1,8,11,14,6,181,East
5,5,None,South,East,West,6,5,3,1,8,11,14,6,180,East
6,5,None,South,East,West,1,1,3,1,8,11,14,6,379,East
7,5,None,South,East,West,1,1,3,1,8,11,14,6,378,East
8,5,North,South,East,West,1,1,3,1,8,11,14,6,377,East
8,6,North,South,East,None,1,1,3,1,8,11,14,6,376,North
8,7,North,South,East,West,1,1,3,1,8,11,14,6,375,North
8,8,North,South,East,West,1,1,3,1,8,11,14,6,374,North
8,9,None,South,East,West,1,1,3,1,8,11,14,6,373,North
9,9,None,South,East,West,1,1,3,1,8,11,14,6,372,East
10,9,North,South,East,West,1,1,3,1,8,11,14,6,371,East
10,10,North,South,East,None,1,1,3,1,8,11,14,6,370,North
10,11,None,South,East,West,1,1,3,1,8,11,14,6,369,North
9,11,None,None,East,West,1,1,3,1,8,11,14,6,368,West
8,11,None,None,East,West,1,1,3,1,5,1,14,6,567,West
7,11,None,None,East,West,1,1,3,1,5,1,14,6,566,West
6,11,None,South,East,West,1,1,3,1,5,1,14,6,565,West
6,10,North,South,None,West,1,1,3,1,5,1,14,6,564,South
6,9,North,South,East,West,1,1,3,1,5,1,14,6,563,South
6,8,North,South,East,West,1,1,3,1,5,1,14,6,562,South
6,7,North,None,East,West,1,1,3,1,5,1,14,6,561,South
7,7,North,None,East,West,1,1,3,1,5,1,14,6,560,East
8,7,North,South,East,West,1,1,3,1,5,1,14,6,559,East
8,6,North,South,East,None,1,1,3,1,5,1,14,6,558,South
9,6,North,South,East,West,1,1,3,1,5,1,14,6,557,East
10,6,North,South,None,West,1,1,3,1,5,1,14,6,656,East
10,7,North,South,None,West,1,1,3,1,5,1,14,6,655,North
10,8,North,South,None,West,1,1,3,1,5,1,14,6,654,North
10,9,North,South,East,West,1,1,3,1,5,1,14,6,653,North
11,9,North,None,East,West,1,1,3,1,5,1,14,6,652,East
12,9,None,South,East,West,1,1,3,1,5,1,14,6,651,East
12,8,North,South,East,None,1,1,3,1,5,1,14,6,650,South
13,8,North,South,East,West,1,1,3,1,5,1,14,6,649,East
13,7,North,None,East,West,1,1,3,1,5,1,14,6,648,South
1,11,None,South,East,None,6,5,6,9,8,11,14,6,0,Stop
1,10,North,South,None,None,6,5,6,9,8,11,14,6,-1,South
1,9,North,South,East,None,6,5,6,9,8,11,14,6,-2,South
2,9,None,South,East,West,6,5,6,9,8,11,14,6,-3,East
3,9,None,South,East,West,6,5,6,9,8,11,14,6,-4,East
4,9,None,South,East,West,6,5,6,9,8,11,14,6,-5,East
5,9,North,South,East,West,6,5,6,9,8,11,14,6,-6,East
6,9,North,South,East,West,6,5,3,1,8,11,14,6,193,East
6,8,North,South,East,West,6,5,3,1,8,11,14,6,192,South
6,7,North,None,East,West,6,5,3,1,8,11,14,6,191,South
5,7,North,None,East,West,6,5,3,1,8,11,14,6,190,West
4,7,North,None,East,West,6,5,3,1,8,11,14,6,189,West
3,7,North,None,East,West,6,5,3,1,8,11,14,6,188,West
2,7,North,None,East,West,6,5,3,1,8,11,14,6,187,West
1,7,North,South,East,None,6,5,3,1,8,11,14,6,186,West
1,6,North,South,None,None,6,5,3,1,8,11,14,6,185,South
1,5,North,South,East,None,6,5,3,1,8,11,14,6,184,South
2,5,None,South,East,West,6,5,3,1,8,11,14,6,183,East
3,5,None,South,East,West,6,5,3,1,8,11,14,6,182,East
4,5,None,South,East,West,6,5,3,1,8,11,14,6,181,East
5,5,None,South,East,West,6,5,3,1,8,11,14,6,180,East
6,5,None,South,East,West,1,1,3,1,8,11,14,6,379,East
7,5,None,South,East,West,1,1,3,1,8,11,14,6,378,East
8,5,North,South,East,West,1,1,3,1,8,11,14,6,377,East
8,6,North,South,East,None,1,1,3,1,8,11,14,6,376,North
8,7,North,South,East,West,1,1,3,1,8,11,14,6,375,North
8,8,North,South,East,West,1,1,3,1,8,11,14,6,374,North
8,9,None,South,East,West,1,1,3,1,8,11,14,6,373,North
9,9,None,South,East,West,1,1,3,1,8,11,14,6,372,East
10,9,North,South,East,West,1,1,3,1,8,11,14,6,371,East
10,10,North,South,East,None,1,1,3,1,8,11,14,6,370,North
10,11,None,South,East,West,1,1,3,1,8,11,14,6,369,North
9,11,None,None,East,West,1,1,3,1,8,11,14,6,368,West
8,11,None,None,East,West,1,1,3,1,5,1,14,6,567,West
7,11,None,None,East,West,1,1,3,1,5,1,14,6,566,West
6,11,None,South,East,West,1,1,3,1,5,1,14,6,565,West
6,10,North,South,None,West,1,1,3,1,5,1,14,6,564,South
6,9,North,South,East,West,1,1,3,1,5,1,14,6,563,South
6,8,North,South,East,West,1,1,3,1,5,1,14,6,562,South
6,7,North,None,East,West,1,1,3,1,5,1,14,6,561,South
7,7,North,None,East,West,1,1,3,1,5,1,14,6,560,East
8,7,North,South,East,West,1,1,3,1,5,1,14,6,559,East
8,6,North,South,East,None,1,1,3,1,5,1,14,6,558,South
9,6,North,South,East,West,1,1,3,1,5,1,14,6,557,East
10,6,North,South,None,West,1,1,3,1,5,1,14,6,656,East
10,7,North,South,None,West,1,1,3,1,5,1,14,6,655,North
10,8,North,South,None,West,1,1,3,1,5,1,14,6,654,North
10,9,North,South,East,West,1,1,3,1,5,1,14,6,653,North
11,9,North,None,East,West,1,1,3,1,5,1,14,6,652,East
12,9,None,South,East,West,1,1,3,1,5,1,14,6,651,East
12,8,North,South,East,None,1,1,3,1,5,1,14,6,650,South
13,8,North,South,East,West,1,1,3,1,5,1,14,6,649,East
13,7,North,None,East,West,1,1,3,1,5,1,14,6,648,South
1,11,None,South,East,None,6,5,6,9,8,11,14,6,0,Stop
1,10,North,South,None,None,6,5,6,9,9,11,14,6,-1,South
1,9,North,South,East,None,6,4,7,9,8,11,14,6,-2,South
2,9,None,South,East,West,6,3,6,9,8,11,14,5,-3,East
3,9,None,South,East,West,5,3,6,9,9,11,13,5,-4,East
4,9,None,South,East,West,6,3,5,9,10,11,14,5,-5,East
5,9,North,South,East,West,6,3,3,1,11,11,14,5,194,East
5,8,North,South,East,West,7,3,3,1,12,11,14,6,193,South
5,7,North,None,East,West,7,4,3,1,11,11,14,5,192,South
6,7,North,None,East,West,6,4,3,1,11,11,14,4,191,East
7,7,North,None,East,West,5,4,3,1,11,10,13,4,190,East
8,7,North,South,East,West,4,4,3,1,11,10,13,5,189,East
8,8,North,South,East,West,5,4,3,1,11,9,13,4,188,North
8,9,None,South,East,West,5,5,3,1,11,10,13,4,187,North
9,9,None,South,East,West,5,5,3,1,11,11,13,3,186,East
10,9,North,South,East,West,6,5,3,1,11,11,14,3,185,East
10,10,North,South,East,None,7,5,3,1,11,10,14,4,184,North
11,10,North,South,None,West,7,5,3,1,5,1,15,4,383,East
11,9,North,None,East,West,6,5,3,1,5,1,14,4,382,South
12,9,None,South,East,West,6,4,3,1,5,1,13,4,381,East
12,8,North,South,East,None,6,3,3,1,5,1,14,4,380,South
13,8,North,South,East,West,6,3,3,1,5,1,13,4,379,East
13,7,North,None,East,West,5,3,3,1,5,1,13,5,378,South
12,7,North,None,East,None,4,3,3,1,5,1,13,4,377,West
12,8,North,South,East,None,3,3,3,1,5,1,13,5,376,North
13,8,North,South,East,West,3,4,3,1,5,1,13,4,375,East
13,7,North,None,East,West,2,4,3,1,5,1,14,4,374,South
14,7,North,South,East,West,3,4,3,1,5,1,13,4,373,East
14,6,North,South,None,None,3,4,3,1,5,1,13,5,372,South
14,5,North,South,East,West,3,4,3,1,5,1,12,5,371,South
13,5,None,South,East,West,3,5,3,1,5,1,11,5,370,West
12,5,None,None,East,West,3,5,3,1,5,1,11,5,369,West
11,5,None,South,East,West,3,5,3,1,5,1,7,1,568,West
10,5,North,South,East,West,4,5,3,1,5,1,7,1,567,West
9,5,North,South,East,West,4,4,3,1,5,1,7,1,566,West
