@relation 'pacmanInformation-weka.filters.unsupervised.attribute.Remove-R7-8,17-22'

@attribute PacPosX numeric
@attribute PacPosY numeric
@attribute ActN {North,None}
@attribute ActSo {South,None}
@attribute ActE {East,None}
@attribute ActW {West,None}
@attribute G1PosX numeric
@attribute G1PosY numeric
@attribute G2PosX numeric
@attribute G2PosY numeric
@attribute G3PosX numeric
@attribute G3PosY numeric
@attribute G4PosX numeric
@attribute G4PosY numeric
@attribute Score numeric
@attribute NextScore numeric
@attribute PacDir {North,South,East,West,Stop,None}

@data
13,6,North,South,East,West,5,6,3,1,5,1,7,1,577,576,South
12,6,North,South,East,West,5,6,3,1,5,1,7,1,576,575,West
11,6,North,South,East,West,5,6,3,1,5,1,7,1,575,574,West
10,6,North,South,East,West,5,6,3,1,5,1,7,1,574,573,West
9,6,North,South,East,West,5,6,3,1,5,1,7,1,573,572,West
8,6,North,South,East,West,5,6,3,1,5,1,7,1,572,571,West
7,6,North,South,East,West,5,6,3,1,5,1,7,1,571,570,West
6,6,North,South,East,West,5,6,3,1,5,1,7,1,570,0,West
12,10,North,South,East,West,5,6,5,12,13,6,13,12,0,-1,Stop
11,10,North,South,East,West,5,6,5,12,13,6,13,12,-1,-2,West
10,10,North,South,East,West,5,6,5,12,13,6,13,12,-2,-3,West
9,10,North,South,East,West,5,6,5,12,13,6,13,12,-3,-4,West
8,10,North,South,East,West,5,6,5,12,13,6,13,12,-4,-5,West
8,11,North,South,East,West,5,6,5,12,13,6,13,12,-5,-6,North
8,12,North,South,East,West,5,6,5,12,13,6,13,12,-6,-7,North
7,12,North,South,East,West,5,6,5,12,13,6,13,12,-7,-8,West
6,12,North,South,East,West,5,6,5,12,13,6,13,12,-8,-9,West
7,12,North,South,East,West,5,6,5,12,13,6,13,12,-9,-10,East
8,12,North,South,East,West,5,6,5,12,13,6,13,12,-10,-11,East
7,12,North,South,East,West,5,6,5,12,13,6,13,12,-11,-12,West
6,12,North,South,East,West,5,6,5,12,13,6,13,12,-12,187,West
5,12,North,South,East,West,5,6,3,1,13,6,13,12,187,186,West
6,12,North,South,East,West,5,6,3,1,13,6,13,12,186,185,East
7,12,North,South,East,West,5,6,3,1,13,6,13,12,185,184,East
8,12,North,South,East,West,5,6,3,1,13,6,13,12,184,183,East
9,12,North,South,East,West,5,6,3,1,13,6,13,12,183,182,East
10,12,North,South,East,West,5,6,3,1,13,6,13,12,182,181,East
11,12,North,South,East,West,5,6,3,1,13,6,13,12,181,180,East
12,12,North,South,East,West,5,6,3,1,13,6,13,12,180,379,East
13,12,North,South,East,West,5,6,3,1,13,6,7,1,379,378,East
13,11,North,South,East,West,5,6,3,1,13,6,7,1,378,377,South
13,10,North,South,East,West,5,6,3,1,13,6,7,1,377,376,South
13,9,North,South,East,West,5,6,3,1,13,6,7,1,376,375,South
13,8,North,South,East,West,5,6,3,1,13,6,7,1,375,374,South
13,7,North,South,East,West,5,6,3,1,13,6,7,1,374,573,South
13,6,North,South,East,West,5,6,3,1,5,1,7,1,573,572,South
12,6,North,South,East,West,5,6,3,1,5,1,7,1,572,571,West
11,6,North,South,East,West,5,6,3,1,5,1,7,1,571,570,West
10,6,North,South,East,West,5,6,3,1,5,1,7,1,570,569,West
9,6,North,South,East,West,5,6,3,1,5,1,7,1,569,568,West
8,6,North,South,East,West,5,6,3,1,5,1,7,1,568,567,West
7,6,North,South,East,West,5,6,3,1,5,1,7,1,567,566,West
14,1,None,None,East,West,10,13,13,13,14,13,17,13,0,-1,Stop
14,1,None,None,East,West,10,13,13,13,14,13,17,13,-1,-2,Stop
14,1,None,None,East,West,10,13,13,13,14,13,17,13,-2,-3,Stop
14,1,None,None,East,West,10,13,13,13,14,13,17,13,-3,96,Stop
15,1,North,None,East,West,10,13,13,13,14,13,17,13,96,195,East
16,1,None,None,East,West,10,13,13,13,14,13,17,13,195,294,East
17,1,None,None,East,West,10,13,13,13,14,13,17,13,294,393,East
18,1,None,None,East,West,10,13,13,13,14,13,17,13,393,492,East
19,1,None,None,East,West,10,13,13,13,14,13,17,13,492,591,East
20,1,None,None,East,West,10,13,13,13,14,13,17,13,591,690,East
21,1,None,None,East,West,10,13,13,13,14,13,17,13,690,789,East
22,1,None,None,East,West,10,13,13,13,14,13,17,13,789,888,East
23,1,None,None,East,West,10,13,13,13,14,13,17,13,888,987,East
24,1,None,None,East,West,10,13,13,13,14,13,17,13,987,1086,East
25,1,None,None,East,West,10,13,13,13,14,13,17,13,1086,1185,East
26,1,North,None,None,West,10,13,13,13,14,13,17,13,1185,1284,East
26,2,North,South,None,None,10,13,13,13,14,13,17,13,1284,1383,North
26,3,None,South,None,West,10,13,13,13,14,13,17,13,1383,1482,North
25,3,None,None,East,West,10,13,13,13,14,13,17,13,1482,1581,West
24,3,North,None,East,West,10,13,13,13,14,13,17,13,1581,1680,West
23,3,None,None,East,West,10,13,13,13,14,13,17,13,1680,1779,West
22,3,None,None,East,West,10,13,13,13,14,13,17,13,1779,1878,West
21,3,North,None,East,None,10,13,13,13,14,13,17,13,1878,1977,West
21,4,North,South,None,None,10,13,13,13,14,13,17,13,1977,2076,North
21,5,North,South,None,None,10,13,13,13,14,13,17,13,2076,2175,North
21,6,North,South,None,West,10,13,13,13,14,13,17,13,2175,2274,North
21,7,North,South,None,None,10,13,13,13,14,13,17,13,2274,2373,North
21,8,North,South,None,None,10,13,13,13,14,13,17,13,2373,2472,North
21,9,North,South,East,West,10,13,13,13,14,13,17,13,2472,2571,North
21,10,North,South,None,None,10,13,13,13,14,13,17,13,2571,2670,North
21,11,North,South,None,None,10,13,13,13,14,13,17,13,2670,2769,North
21,12,North,South,None,None,10,13,13,13,14,13,17,13,2769,2868,North
21,13,North,South,East,West,10,13,13,13,14,13,17,13,2868,2867,North
20,13,None,None,East,West,10,13,13,13,14,13,17,13,2867,2866,West
19,13,North,South,East,None,10,13,13,13,14,13,17,13,2866,2865,West
19,14,North,South,None,None,10,13,13,13,14,13,17,13,2865,2864,North
19,15,None,South,None,West,10,13,13,13,14,13,17,13,2864,2863,North
18,15,None,None,East,West,10,13,13,13,14,13,17,13,2863,2862,West
17,15,None,None,East,West,10,13,13,13,14,13,17,13,2862,2861,West
16,15,None,None,East,West,10,13,13,13,14,13,17,13,2861,2860,West
15,15,North,None,East,West,10,13,13,13,14,13,17,13,2860,2859,West
14,15,None,South,East,West,10,13,13,13,14,13,17,13,2859,2858,West
14,14,North,South,None,West,10,13,13,13,14,13,17,13,2858,3057,South
14,13,North,None,East,West,10,13,13,13,5,1,17,13,3057,3056,South
15,13,None,None,East,West,10,13,13,13,5,1,17,13,3056,3055,East
16,13,None,None,East,West,10,13,13,13,5,1,17,13,3055,3254,East
17,13,None,None,None,West,10,13,13,13,5,1,7,1,3254,3253,East
16,13,None,None,East,West,10,13,13,13,5,1,7,1,3253,3252,West
15,13,None,None,East,West,10,13,13,13,5,1,7,1,3252,3251,West
14,13,North,None,East,West,10,13,13,13,5,1,7,1,3251,3450,West
13,13,North,None,East,West,10,13,3,1,5,1,7,1,3450,3449,West
12,13,None,None,East,West,10,13,3,1,5,1,7,1,3449,3448,West
14,1,None,None,East,West,10,13,13,13,14,13,17,13,0,-1,Stop
14,1,None,None,East,West,10,13,13,13,14,13,17,13,-1,-2,Stop
14,1,None,None,East,West,10,13,13,13,14,13,17,13,-2,97,Stop
15,1,North,None,East,West,10,13,13,13,14,13,17,13,97,196,East
15,2,North,South,None,None,10,13,13,13,14,13,17,13,196,295,North
15,3,None,South,East,None,10,13,13,13,14,13,17,13,295,394,North
16,3,None,None,East,West,10,13,13,13,14,13,17,13,394,493,East
17,3,None,None,East,West,10,13,13,13,14,13,17,13,493,592,East
18,3,North,None,None,West,10,13,13,13,14,13,17,13,592,691,East
18,4,North,South,None,None,10,13,13,13,14,13,17,13,691,790,North
18,5,North,South,None,None,10,13,13,13,14,13,17,13,790,889,North
18,6,None,South,East,West,10,13,13,13,14,13,17,13,889,988,North
17,6,None,None,East,West,10,13,13,13,14,13,17,13,988,1087,West
16,6,None,None,East,West,10,13,13,13,14,13,17,13,1087,1186,West
15,6,North,None,East,West,10,13,13,13,14,13,17,13,1186,1185,West
14,6,None,None,East,West,10,13,13,13,14,13,17,13,1185,1184,West
13,6,None,None,East,West,10,13,13,13,14,13,17,13,1184,1283,West
12,6,North,None,East,West,10,13,13,13,14,13,17,13,1283,1382,West
12,7,North,South,None,None,10,13,13,13,14,13,17,13,1382,1481,North
12,8,North,South,None,None,10,13,13,13,14,13,17,13,1481,1580,North
12,9,None,South,None,West,10,13,13,13,14,13,17,13,1580,1679,North
11,9,None,None,East,West,10,13,13,13,14,13,17,13,1679,1778,West
10,9,None,None,East,West,10,13,13,13,14,13,17,13,1778,1877,West
9,9,None,None,East,West,10,13,13,13,14,13,17,13,1877,1976,West
8,9,North,None,East,West,10,13,13,13,14,13,17,13,1976,1975,West
8,10,North,South,None,None,10,13,13,13,14,13,17,13,1975,1974,North
8,11,North,South,East,None,10,13,13,13,14,13,17,13,1974,1973,North
8,12,North,South,None,None,10,13,13,13,14,13,17,13,1973,1972,North
8,13,North,South,None,West,10,13,13,13,14,13,17,13,1972,1971,North
8,14,North,South,None,None,10,13,13,13,14,13,17,13,1971,1970,North
8,15,None,South,East,None,10,13,13,13,14,13,17,13,1970,1969,North
9,15,None,None,East,West,10,13,13,13,14,13,17,13,1969,1968,East
10,15,None,None,East,West,10,13,13,13,14,13,17,13,1968,1967,East
11,15,None,None,East,West,10,13,13,13,14,13,17,13,1967,1966,East
12,15,North,None,East,West,10,13,13,13,14,13,17,13,1966,1965,East
13,15,None,South,East,West,10,13,13,13,14,13,17,13,1965,1964,East
13,14,North,South,East,None,10,13,13,13,14,13,17,13,1964,2163,South
13,13,North,None,East,West,10,13,3,1,14,13,17,13,2163,2162,South
12,13,None,None,East,West,10,13,3,1,14,13,17,13,2162,2161,West
11,13,None,None,East,West,10,13,3,1,14,13,17,13,2161,2160,West
12,13,None,None,East,West,10,13,3,1,14,13,17,13,2160,2159,East
13,13,North,None,East,West,10,13,3,1,14,13,17,13,2159,2158,East
12,13,None,None,East,West,10,13,3,1,14,13,17,13,2158,2157,West
11,13,None,None,East,West,10,13,3,1,14,13,17,13,2157,2156,West
12,13,None,None,East,West,10,13,3,1,14,13,17,13,2156,2155,East
13,13,North,None,East,West,10,13,3,1,14,13,17,13,2155,2154,East
12,13,None,None,East,West,10,13,3,1,14,13,17,13,2154,2153,West
11,13,None,None,East,West,10,13,3,1,14,13,17,13,2153,2352,West
10,13,None,None,East,None,1,1,3,1,14,13,17,13,2352,2351,West
11,13,None,None,East,West,1,1,3,1,14,13,17,13,2351,2350,East
12,13,None,None,East,West,1,1,3,1,14,13,17,13,2350,2349,East
13,13,North,None,East,West,1,1,3,1,14,13,17,13,2349,2548,East
14,13,North,None,East,West,1,1,3,1,5,1,17,13,2548,2547,East
15,13,None,None,East,West,1,1,3,1,5,1,17,13,2547,2546,East
16,13,None,None,East,West,1,1,3,1,5,1,17,13,2546,0,East
14,1,None,None,East,West,10,13,13,13,14,13,17,13,0,99,Stop
15,1,North,None,East,West,10,13,13,13,14,13,17,13,99,198,East
16,1,None,None,East,West,10,13,13,13,14,13,17,13,198,297,East
17,1,None,None,East,West,10,13,13,13,14,13,17,13,297,396,East
18,1,None,None,East,West,10,13,13,13,14,13,17,13,396,495,East
19,1,None,None,East,West,10,13,13,13,14,13,17,13,495,594,East
20,1,None,None,East,West,10,13,13,13,14,13,17,13,594,693,East
21,1,None,None,East,West,10,13,13,13,14,13,17,13,693,792,East
22,1,None,None,East,West,10,13,13,13,14,13,17,13,792,891,East
23,1,None,None,East,West,10,13,13,13,14,13,17,13,891,990,East
24,1,None,None,East,West,10,13,13,13,14,13,17,13,990,1089,East
25,1,None,None,East,West,10,13,13,13,14,13,17,13,1089,1188,East
26,1,North,None,None,West,10,13,13,13,14,13,17,13,1188,1287,East
26,2,North,South,None,None,10,13,13,13,14,13,17,13,1287,1386,North
26,3,None,South,None,West,10,13,13,13,14,13,17,13,1386,1485,North
25,3,None,None,East,West,10,13,13,13,14,13,17,13,1485,1584,West
24,3,North,None,East,West,10,13,13,13,14,13,17,13,1584,1683,West
23,3,None,None,East,West,10,13,13,13,14,13,17,13,1683,1782,West
22,3,None,None,East,West,10,13,13,13,14,13,17,13,1782,1881,West
21,3,North,None,East,None,10,13,13,13,14,13,17,13,1881,1980,West
21,4,North,South,None,None,10,13,13,13,14,13,17,13,1980,2079,North
21,5,North,South,None,None,10,13,13,13,14,13,17,13,2079,2178,North
21,6,North,South,None,West,10,13,13,13,14,13,17,13,2178,2277,North
21,7,North,South,None,None,10,13,13,13,14,13,17,13,2277,2376,North
21,8,North,South,None,None,10,13,13,13,14,13,17,13,2376,2475,North
21,9,North,South,East,West,10,13,13,13,14,13,17,13,2475,2574,North
20,9,None,None,East,West,10,13,13,13,14,13,17,13,2574,2673,West
19,9,North,None,East,West,10,13,13,13,14,13,17,13,2673,2672,West
19,10,North,South,None,None,10,13,13,13,14,13,17,13,2672,2671,North
19,11,North,South,None,West,10,13,13,13,14,13,17,13,2671,2670,North
19,12,North,South,None,None,10,13,13,13,14,13,17,13,2670,2669,North
19,13,North,South,East,None,10,13,13,13,14,13,17,13,2669,2668,North
19,14,North,South,None,None,10,13,13,13,14,13,17,13,2668,2667,North
19,15,None,South,None,West,10,13,13,13,14,13,17,13,2667,2666,North
18,15,None,None,East,West,10,13,13,13,14,13,17,13,2666,2665,West
17,15,None,None,East,West,10,13,13,13,14,13,17,13,2665,2664,West
16,15,None,None,East,West,10,13,13,13,14,13,17,13,2664,2663,West
15,15,North,None,East,West,10,13,13,13,14,13,17,13,2663,2662,West
14,15,None,South,East,West,10,13,13,13,14,13,17,13,2662,2661,West
14,14,North,South,None,West,10,13,13,13,14,13,17,13,2661,2860,South
14,13,North,None,East,West,10,13,13,13,5,1,17,13,2860,2859,South
14,13,North,None,East,West,10,13,13,13,5,1,17,13,2859,2858,South
15,13,None,None,East,West,10,13,13,13,5,1,17,13,2858,2857,East
16,13,None,None,East,West,10,13,13,13,5,1,17,13,2857,3056,East
17,13,None,None,None,West,10,13,13,13,5,1,7,1,3056,3055,East
16,13,None,None,East,West,10,13,13,13,5,1,7,1,3055,3054,West
15,13,None,None,East,West,10,13,13,13,5,1,7,1,3054,3053,West
14,13,North,None,East,West,10,13,13,13,5,1,7,1,3053,3252,West
13,13,North,None,East,West,10,13,3,1,5,1,7,1,3252,3251,West
12,13,None,None,East,West,10,13,3,1,5,1,7,1,3251,3250,West
11,13,None,None,East,West,10,13,3,1,5,1,7,1,3250,0,West
14,1,None,None,East,West,10,13,13,13,14,13,17,13,0,99,Stop
13,1,None,None,East,West,10,13,13,13,14,13,17,13,99,198,West
12,1,North,None,East,West,10,13,13,13,14,13,17,13,198,297,West
11,1,None,None,East,West,10,13,13,13,14,13,17,13,297,396,West
10,1,None,None,East,West,10,13,13,13,14,13,17,13,396,495,West
9,1,None,None,East,West,10,13,13,13,14,13,17,13,495,594,West
8,1,None,None,East,West,10,13,13,13,14,13,17,13,594,693,West
7,1,None,None,East,West,10,13,13,13,14,13,17,13,693,792,West
6,1,None,None,East,West,10,13,13,13,14,13,17,13,792,891,West
5,1,None,None,East,West,10,13,13,13,14,13,17,13,891,990,West
4,1,None,None,East,West,10,13,13,13,14,13,17,13,990,1089,West
3,1,None,None,East,West,10,13,13,13,14,13,17,13,1089,1188,West
2,1,None,None,East,West,10,13,13,13,14,13,17,13,1188,1287,West
1,1,North,None,East,None,10,13,13,13,14,13,17,13,1287,1386,West
1,2,North,South,None,None,10,13,13,13,14,13,17,13,1386,1485,North
1,3,None,South,East,None,10,13,13,13,14,13,17,13,1485,1584,North
2,3,None,None,East,West,10,13,13,13,14,13,17,13,1584,1683,East
3,3,North,None,East,West,10,13,13,13,14,13,17,13,1683,1782,East
4,3,None,None,East,West,10,13,13,13,14,13,17,13,1782,1881,East
5,3,None,None,East,West,10,13,13,13,14,13,17,13,1881,1980,East
6,3,North,None,None,West,10,13,13,13,14,13,17,13,1980,2079,East
6,4,North,South,None,None,10,13,13,13,14,13,17,13,2079,2178,North
6,5,North,South,None,None,10,13,13,13,14,13,17,13,2178,2277,North
6,6,North,South,East,None,10,13,13,13,14,13,17,13,2277,2376,North
6,7,North,South,None,None,10,13,13,13,14,13,17,13,2376,2475,North
6,8,North,South,None,None,10,13,13,13,14,13,17,13,2475,2574,North
6,9,North,South,East,West,10,13,13,13,14,13,17,13,2574,2673,North
6,10,North,South,None,None,10,13,13,13,14,13,17,13,2673,2772,North
6,11,North,South,None,None,10,13,13,13,14,13,17,13,2772,2871,North
6,12,North,South,None,None,10,13,13,13,14,13,17,13,2871,2970,North
6,13,North,South,East,West,10,13,13,13,14,13,17,13,2970,2969,North
7,13,None,None,East,West,10,13,13,13,14,13,17,13,2969,2968,East
8,13,North,South,None,West,10,13,13,13,14,13,17,13,2968,2967,East
8,14,North,South,None,None,10,13,13,13,14,13,17,13,2967,2966,North
8,15,None,South,East,None,10,13,13,13,14,13,17,13,2966,2965,North
9,15,None,None,East,West,10,13,13,13,14,13,17,13,2965,2964,East
10,15,None,None,East,West,10,13,13,13,14,13,17,13,2964,2963,East
11,15,None,None,East,West,10,13,13,13,14,13,17,13,2963,2962,East
12,15,North,None,East,West,10,13,13,13,14,13,17,13,2962,2961,East
13,15,None,South,East,West,10,13,13,13,14,13,17,13,2961,2960,East
13,14,North,South,East,None,10,13,13,13,14,13,17,13,2960,3159,South
13,13,North,None,East,West,10,13,3,1,14,13,17,13,3159,3158,South
13,13,North,None,East,West,10,13,3,1,14,13,17,13,3158,3157,South
12,13,None,None,East,West,10,13,3,1,14,13,17,13,3157,3156,West
11,13,None,None,East,West,10,13,3,1,14,13,17,13,3156,3355,West
10,13,None,None,East,None,1,1,3,1,14,13,17,13,3355,3354,West
11,13,None,None,East,West,1,1,3,1,14,13,17,13,3354,3353,East
12,13,None,None,East,West,1,1,3,1,14,13,17,13,3353,3352,East
13,13,North,None,East,West,1,1,3,1,14,13,17,13,3352,3551,East
14,13,North,None,East,West,1,1,3,1,5,1,17,13,3551,3550,East
15,13,None,None,East,West,1,1,3,1,5,1,17,13,3550,3549,East
16,13,None,None,East,West,1,1,3,1,5,1,17,13,3549,0,East
14,1,None,None,East,West,10,13,13,13,14,13,17,13,0,99,Stop
15,1,North,None,East,West,10,13,13,13,14,13,17,13,99,198,East
16,1,None,None,East,West,10,13,13,13,14,13,17,13,198,297,East
17,1,None,None,East,West,10,13,13,13,14,13,17,13,297,396,East
18,1,None,None,East,West,10,13,13,13,14,13,17,13,396,495,East
19,1,None,None,East,West,10,13,13,13,14,13,17,13,495,494,East
18,1,None,None,East,West,10,13,13,13,14,13,17,13,494,493,West
17,1,None,None,East,West,10,13,13,13,14,13,17,13,493,492,West
16,1,None,None,East,West,10,13,13,13,14,13,17,13,492,491,West
15,1,North,None,East,West,10,13,13,13,14,13,17,13,491,590,West
15,2,North,South,None,None,10,13,13,13,14,13,17,13,590,689,North
15,3,None,South,East,None,10,13,13,13,14,13,17,13,689,788,North
16,3,None,None,East,West,10,13,13,13,14,13,17,13,788,887,East
17,3,None,None,East,West,10,13,13,13,14,13,17,13,887,986,East
18,3,North,None,None,West,10,13,13,13,14,13,17,13,986,1085,East
18,4,North,South,None,None,10,13,13,13,14,13,17,13,1085,1184,North
18,5,North,South,None,None,10,13,13,13,14,13,17,13,1184,1283,North
18,6,None,South,East,West,10,13,13,13,14,13,17,13,1283,1382,North
19,6,None,None,East,West,10,13,13,13,14,13,17,13,1382,1481,East
20,6,None,None,East,West,10,13,13,13,14,13,17,13,1481,1580,East
21,6,North,South,None,West,10,13,13,13,14,13,17,13,1580,1679,East
21,7,North,South,None,None,10,13,13,13,14,13,17,13,1679,1778,North
21,8,North,South,None,None,10,13,13,13,14,13,17,13,1778,1877,North
21,9,North,South,East,West,10,13,13,13,14,13,17,13,1877,1976,North
21,10,North,South,None,None,10,13,13,13,14,13,17,13,1976,2075,North
21,11,North,South,None,None,10,13,13,13,14,13,17,13,2075,2174,North
21,12,North,South,None,None,10,13,13,13,14,13,17,13,2174,2273,North
21,13,North,South,East,West,10,13,13,13,14,13,17,13,2273,2272,North
20,13,None,None,East,West,10,13,13,13,14,13,17,13,2272,2271,West
19,13,North,South,East,None,10,13,13,13,14,13,17,13,2271,2270,West
19,14,North,South,None,None,10,13,13,13,14,13,17,13,2270,2269,North
19,15,None,South,None,West,10,13,13,13,14,13,17,13,2269,2268,North
18,15,None,None,East,West,10,13,13,13,14,13,17,13,2268,2267,West
17,15,None,None,East,West,10,13,13,13,14,13,17,13,2267,2266,West
16,15,None,None,East,West,10,13,13,13,14,13,17,13,2266,2265,West
15,15,North,None,East,West,10,13,13,13,14,13,17,13,2265,2264,West
14,15,None,South,East,West,10,13,13,13,14,13,17,13,2264,2263,West
14,14,North,South,None,West,10,13,13,13,14,13,17,13,2263,2462,South
14,13,North,None,East,West,10,13,13,13,5,1,17,13,2462,2461,South
15,13,None,None,East,West,10,13,13,13,5,1,17,13,2461,2460,East
16,13,None,None,East,West,10,13,13,13,5,1,17,13,2460,2659,East
17,13,None,None,None,West,10,13,13,13,5,1,7,1,2659,2658,East
16,13,None,None,East,West,10,13,13,13,5,1,7,1,2658,2657,West
15,13,None,None,East,West,10,13,13,13,5,1,7,1,2657,2656,West
14,13,North,None,East,West,10,13,13,13,5,1,7,1,2656,2855,West
13,13,North,None,East,West,10,13,3,1,5,1,7,1,2855,2854,West
12,13,None,None,East,West,10,13,3,1,5,1,7,1,2854,2853,West
11,13,None,None,East,West,10,13,3,1,5,1,7,1,2853,0,West
14,1,None,None,East,West,10,13,13,13,14,13,17,13,0,99,Stop
13,1,None,None,East,West,10,13,13,13,14,13,17,13,99,198,West
12,1,North,None,East,West,10,13,13,13,14,13,17,13,198,297,West
12,2,North,South,None,None,10,13,13,13,14,13,17,13,297,396,North
12,3,None,South,None,West,10,13,13,13,14,13,17,13,396,495,North
11,3,None,None,East,West,10,13,13,13,14,13,17,13,495,594,West
10,3,None,None,East,West,10,13,13,13,14,13,17,13,594,693,West
9,3,North,None,East,None,10,13,13,13,14,13,17,13,693,792,West
9,4,North,South,None,None,10,13,13,13,14,13,17,13,792,891,North
9,5,North,South,None,None,10,13,13,13,14,13,17,13,891,990,North
9,6,None,South,East,West,10,13,13,13,14,13,17,13,990,1089,North
8,6,None,None,East,West,10,13,13,13,14,13,17,13,1089,1188,West
7,6,None,None,East,West,10,13,13,13,14,13,17,13,1188,1287,West
6,6,North,South,East,None,10,13,13,13,14,13,17,13,1287,1386,West
6,7,North,South,None,None,10,13,13,13,14,13,17,13,1386,1485,North
6,8,North,South,None,None,10,13,13,13,14,13,17,13,1485,1584,North
6,9,North,South,East,West,10,13,13,13,14,13,17,13,1584,1683,North
6,10,North,South,None,None,10,13,13,13,14,13,17,13,1683,1782,North
6,11,North,South,None,None,10,13,13,13,14,13,17,13,1782,1881,North
6,12,North,South,None,None,10,13,13,13,14,13,17,13,1881,1980,North
6,13,North,South,East,West,10,13,13,13,14,13,17,13,1980,1979,North
7,13,None,None,East,West,10,13,13,13,14,13,17,13,1979,1978,East
8,13,North,South,None,West,10,13,13,13,14,13,17,13,1978,1977,East
8,14,North,South,None,None,10,13,13,13,14,13,17,13,1977,1976,North
8,15,None,South,East,None,10,13,13,13,14,13,17,13,1976,1975,North
9,15,None,None,East,West,10,13,13,13,14,13,17,13,1975,1974,East
10,15,None,None,East,West,10,13,13,13,14,13,17,13,1974,1973,East
11,15,None,None,East,West,10,13,13,13,14,13,17,13,1973,1972,East
12,15,North,None,East,West,10,13,13,13,14,13,17,13,1972,1971,East
13,15,None,South,East,West,10,13,13,13,14,13,17,13,1971,1970,East
13,14,North,South,East,None,10,13,13,13,14,13,17,13,1970,2169,South
13,13,North,None,East,West,10,13,3,1,14,13,17,13,2169,2168,South
12,13,None,None,East,West,10,13,3,1,14,13,17,13,2168,2167,West
11,13,None,None,East,West,10,13,3,1,14,13,17,13,2167,2366,West
10,13,None,None,East,None,1,1,3,1,14,13,17,13,2366,2365,West
11,13,None,None,East,West,1,1,3,1,14,13,17,13,2365,2364,East
12,13,None,None,East,West,1,1,3,1,14,13,17,13,2364,2363,East
13,13,North,None,East,West,1,1,3,1,14,13,17,13,2363,2562,East
14,13,North,None,East,West,1,1,3,1,5,1,17,13,2562,2561,East
15,13,None,None,East,West,1,1,3,1,5,1,17,13,2561,2560,East
14,1,None,None,East,West,10,13,13,13,14,13,17,13,0,-1,Stop
14,1,None,None,East,West,10,13,14,13,14,14,17,13,-1,-2,Stop
14,1,None,None,East,West,10,13,14,14,13,14,17,13,-2,-3,Stop
14,1,None,None,East,West,10,13,13,14,13,15,16,13,-3,96,Stop
15,1,North,None,East,West,10,13,13,14,12,15,15,13,96,195,East
15,2,North,South,None,None,11,13,14,14,11,15,16,13,195,294,North
15,3,None,South,East,None,12,13,14,15,11,15,16,13,294,393,North
16,3,None,None,East,West,13,13,14,15,12,15,17,13,393,492,East
17,3,None,None,East,West,13,14,15,15,13,15,17,13,492,591,East
18,3,North,None,None,West,14,14,15,15,13,14,17,13,591,690,East
18,4,North,South,None,None,14,15,15,15,13,15,17,13,690,789,North
18,5,North,South,None,None,13,15,14,15,14,15,17,13,789,888,North
18,6,None,South,East,West,12,15,14,14,14,14,16,13,888,987,North
19,6,None,None,East,West,12,16,13,14,14,15,17,13,987,1086,East
20,6,None,None,East,West,12,17,14,14,14,14,16,13,1086,1185,East
21,6,North,South,None,West,12,17,14,13,14,13,15,13,1185,1284,East
21,7,North,South,None,None,12,18,15,13,13,13,15,13,1284,1383,North
21,8,North,South,None,None,12,18,16,13,14,13,14,13,1383,1482,North
21,9,North,South,East,West,12,17,15,13,14,14,14,13,1482,1581,North
21,10,North,South,None,None,12,17,14,13,14,14,15,13,1581,1680,North
21,11,North,South,None,None,12,16,13,13,14,15,15,13,1680,1779,North
21,12,North,South,None,None,12,15,13,13,13,15,14,13,1779,1878,North
21,13,North,South,East,West,12,15,12,13,12,15,15,13,1878,1877,North
20,13,None,None,East,West,13,15,12,13,11,15,15,13,1877,1876,West
19,13,North,South,East,None,13,15,11,13,10,15,16,13,1876,1875,West
19,14,North,South,None,None,13,15,11,13,9,15,17,13,1875,1874,North
19,15,None,South,None,West,13,14,10,13,8,15,17,13,1874,1873,North
18,15,None,None,East,West,13,13,10,13,9,15,16,13,1873,1872,West
17,15,None,None,East,West,13,13,10,13,10,15,17,13,1872,1871,West
16,15,None,None,East,West,12,13,11,13,11,15,17,13,1871,1870,West
15,15,North,None,East,West,13,13,10,13,11,15,16,13,1870,1869,West
14,15,None,South,East,West,12,13,10,13,12,15,17,13,1869,1868,West
14,14,North,South,None,West,13,13,10,13,11,15,17,13,1868,1867,South
14,13,North,None,East,West,13,13,10,13,12,15,16,13,1867,2066,South
15,13,None,None,East,West,13,13,10,13,12,16,7,1,2066,2065,East
14,13,North,None,East,West,13,13,10,13,12,15,8,1,2065,2264,West
13,13,North,None,East,West,1,2,11,13,12,16,8,1,2264,2463,West
12,13,None,None,East,West,1,2,3,1,12,15,8,1,2463,2462,West
11,13,None,None,East,West,1,2,4,1,13,15,9,1,2462,2461,West
12,13,None,None,East,West,1,1,5,1,13,14,8,1,2461,2460,East
13,13,North,None,East,West,1,1,4,1,14,14,7,1,2460,2459,East
13,14,North,South,East,None,1,2,3,1,14,14,6,1,2459,2458,North
13,15,None,South,East,West,1,3,2,1,14,15,7,1,2458,0,North
14,1,None,None,East,West,10,13,13,13,14,13,17,13,0,99,Stop
15,1,North,None,East,West,11,13,13,13,14,13,17,13,99,198,East
16,1,None,None,East,West,11,13,13,14,14,14,17,13,198,197,East
