@RELATION pacmanInformation
@ATTRIBUTE PacPosX NUMERIC
@ATTRIBUTE PacPosY NUMERIC
@ATTRIBUTE ActN {North, None}
@ATTRIBUTE ActSo {South, None}
@ATTRIBUTE ActE {East, None}
@ATTRIBUTE ActW {West, None}
@ATTRIBUTE ActS {Stop, None}
@ATTRIBUTE NumAgents NUMERIC
@ATTRIBUTE G1PosX NUMERIC
@ATTRIBUTE G1PosY NUMERIC
@ATTRIBUTE G2PosX NUMERIC
@ATTRIBUTE G2PosY NUMERIC
@ATTRIBUTE G3PosX NUMERIC
@ATTRIBUTE G3PosY NUMERIC
@ATTRIBUTE G4PosX NUMERIC
@ATTRIBUTE G4PosY NUMERIC
@ATTRIBUTE DistG1 NUMERIC
@ATTRIBUTE DistG2 NUMERIC
@ATTRIBUTE DistG3 NUMERIC
@ATTRIBUTE DistG4 NUMERIC
@ATTRIBUTE NumDots NUMERIC
@ATTRIBUTE DistDot NUMERIC
@ATTRIBUTE Score NUMERIC
@ATTRIBUTE NextScore NUMERIC
@ATTRIBUTE PacDir {North, South, East, West, Stop, None}
@DATA
13,16,North,South,East,None,Stop,3,17,15,21,24,5,1,10,15,5,16,0,3,0,0,158,157,South
13,15,North,None,East,West,Stop,3,17,15,21,23,5,1,11,15,4,16,0,1,0,0,157,356,South
12,15,None,None,East,West,Stop,2,16,15,21,24,5,1,7,1,4,18,0,0,0,0,356,355,West
11,15,None,None,East,West,Stop,2,16,15,21,25,5,1,7,1,5,20,0,0,0,0,355,354,West
10,15,None,None,East,None,Stop,2,16,15,21,24,5,1,7,1,6,20,0,0,0,0,354,353,West
11,15,None,None,East,West,Stop,2,17,15,21,23,5,1,7,1,6,18,0,0,0,0,353,352,East
12,15,None,None,East,West,Stop,2,16,15,21,22,5,1,7,1,4,16,0,0,0,0,352,351,East
13,15,North,None,East,West,Stop,2,15,15,21,22,5,1,7,1,2,15,0,0,0,0,351,350,East
14,15,North,None,East,West,Stop,2,16,15,21,21,5,1,7,1,2,13,0,0,0,0,350,349,East
15,15,None,None,East,West,Stop,2,17,15,21,20,5,1,7,1,2,11,0,0,0,0,349,348,East
16,15,None,None,East,West,Stop,2,17,15,22,20,5,1,7,1,1,11,0,0,0,0,348,547,East
17,15,None,None,None,West,Stop,1,1,1,22,20,5,1,7,1,0,10,0,0,0,0,547,546,East
16,15,None,None,East,West,Stop,1,1,1,22,20,5,1,7,1,0,11,0,0,0,0,546,545,West
15,15,None,None,East,West,Stop,1,1,1,23,20,5,1,7,1,0,13,0,0,0,0,545,544,West
14,15,North,None,East,West,Stop,1,1,1,22,20,5,1,7,1,0,13,0,0,0,0,544,543,West
14,16,North,South,None,West,Stop,1,1,1,21,20,5,1,7,1,0,11,0,0,0,0,543,542,North
14,17,None,South,East,West,Stop,1,1,1,21,20,5,1,7,1,0,10,0,0,0,0,542,541,North
15,17,North,None,East,West,Stop,1,1,1,21,19,5,1,7,1,0,8,0,0,0,0,541,540,East
15,18,North,South,None,None,Stop,1,1,1,21,20,5,1,7,1,0,8,0,0,0,0,540,539,North
15,19,North,South,None,None,Stop,1,1,1,21,20,5,1,7,1,0,7,0,0,0,0,539,538,North
15,20,None,South,East,None,Stop,1,1,1,21,19,5,1,7,1,0,7,0,0,0,0,538,537,North
16,20,None,None,East,West,Stop,1,1,1,21,19,5,1,7,1,0,6,0,0,0,0,537,536,East
17,20,None,None,East,West,Stop,1,1,1,21,20,5,1,7,1,0,4,0,0,0,0,536,535,East
18,20,North,None,None,West,Stop,1,1,1,22,20,5,1,7,1,0,4,0,0,0,0,535,534,East
18,21,North,South,None,None,Stop,1,1,1,23,20,5,1,7,1,0,6,0,0,0,0,534,533,North
18,22,North,South,None,None,Stop,1,1,1,24,20,5,1,7,1,0,8,0,0,0,0,533,532,North
18,23,None,South,East,West,Stop,1,1,1,23,20,5,1,7,1,0,8,0,0,0,0,532,531,North
19,23,None,None,East,West,Stop,1,1,1,24,20,5,1,7,1,0,8,0,0,0,0,531,530,East
20,23,None,None,East,West,Stop,1,1,1,25,20,5,1,7,1,0,8,0,0,0,0,530,529,East
21,23,North,South,East,West,Stop,1,1,1,24,20,5,1,7,1,0,6,0,0,0,0,529,528,East
21,22,North,South,None,None,Stop,1,1,1,23,20,5,1,7,1,0,4,0,0,0,0,528,527,South
21,21,North,South,None,None,Stop,1,1,1,24,20,5,1,7,1,0,4,0,0,0,0,527,526,South
21,20,North,South,East,None,Stop,1,1,1,25,20,5,1,7,1,0,4,0,0,0,0,526,525,South
22,20,None,None,East,West,Stop,1,1,1,25,20,5,1,7,1,0,3,0,0,0,0,525,524,East

14,3,None,None,East,West,Stop,4,10,15,13,15,14,15,17,15,16,13,12,15,0,0,0,-1,Stop
15,3,North,None,East,West,Stop,4,11,15,13,16,14,16,17,15,16,15,14,14,0,0,-1,-2,East
15,4,North,South,None,None,Stop,4,10,15,13,16,14,16,17,15,16,14,13,13,0,0,-2,-3,North
15,5,None,South,East,None,Stop,4,10,15,13,16,14,15,17,15,15,13,11,11,0,0,-3,-4,North
16,5,None,None,East,West,Stop,4,10,15,14,16,13,15,16,15,16,13,13,10,0,0,-4,-5,East
17,5,None,None,East,West,Stop,4,11,15,13,16,13,16,16,15,16,15,15,12,0,0,-5,-6,East
18,5,North,None,None,West,Stop,4,11,15,14,16,14,16,15,15,17,15,15,12,0,0,-6,-7,East
18,6,North,South,None,None,Stop,4,10,15,14,15,13,16,16,15,17,13,15,12,0,0,-7,-8,North
18,7,North,South,None,None,Stop,4,10,15,14,16,13,16,15,15,16,13,14,10,0,0,-8,-9,North
18,8,None,South,East,West,Stop,4,11,15,14,17,13,17,16,15,14,13,14,10,0,0,-9,-10,North
17,8,None,None,East,West,Stop,4,10,15,14,17,12,17,15,15,14,12,14,9,0,0,-10,-11,West
16,8,None,None,East,West,Stop,4,11,15,14,17,12,18,15,15,12,11,14,8,0,0,-11,-12,West
15,8,North,None,East,West,Stop,4,12,15,14,16,12,18,15,15,10,9,13,8,0,0,-12,-13,West
15,9,North,South,None,None,Stop,4,12,15,13,16,12,18,16,15,9,9,12,7,0,0,-13,-14,North
15,10,North,South,None,None,Stop,4,12,15,13,16,12,17,16,15,8,8,10,6,0,0,-14,-15,North
15,11,None,South,East,None,Stop,4,11,15,13,16,12,17,16,15,8,7,9,5,0,0,-15,-16,North
16,11,None,None,East,West,Stop,4,12,15,13,16,11,17,16,15,8,8,11,5,0,0,-16,-17,East
17,11,None,None,East,West,Stop,4,13,15,13,17,12,17,15,15,8,10,11,7,0,0,-17,-18,East
18,11,None,None,East,West,Stop,4,13,16,12,17,12,18,14,15,10,12,13,9,0,0,-18,-19,East
19,11,North,None,East,West,Stop,4,13,17,12,17,12,19,13,15,12,13,15,11,0,0,-19,-20,East
19,12,North,South,None,None,Stop,4,12,17,12,17,12,20,12,15,12,12,15,9,0,0,-20,-21,North
19,13,North,South,None,West,Stop,4,11,17,12,18,12,20,13,15,12,12,14,9,0,0,-21,-22,North
18,13,None,None,East,West,Stop,4,11,17,12,17,12,19,13,16,11,10,12,9,0,0,-22,-23,West
17,13,None,None,East,West,Stop,4,11,17,12,17,12,20,13,17,10,9,12,7,0,0,-23,-24,West
16,13,None,None,East,West,Stop,4,11,17,12,18,12,20,14,17,9,9,11,7,0,0,-24,-25,West
15,13,None,None,East,West,Stop,4,12,17,12,18,11,20,13,17,7,8,11,7,0,0,-25,-26,West
14,13,None,None,East,West,Stop,4,12,18,12,19,12,20,12,17,7,8,9,6,0,0,-26,-27,West
13,13,None,None,East,West,Stop,4,12,18,12,18,12,19,12,17,6,6,7,4,0,0,-27,-28,West
12,13,None,None,East,West,Stop,4,12,17,12,18,12,18,13,17,4,5,5,5,0,0,-28,-29,West
11,13,None,None,East,West,Stop,4,13,17,12,19,12,19,13,17,6,7,7,6,0,0,-29,-30,West
10,13,None,None,East,West,Stop,4,12,17,12,19,12,19,13,17,6,8,8,8,0,0,-30,-31,West
9,13,None,None,East,West,Stop,4,13,17,12,20,12,18,14,17,8,10,8,10,0,0,-31,-32,West
8,13,North,South,East,None,Stop,4,14,17,12,19,12,18,15,17,10,10,9,10,0,0,-32,-33,West
8,14,North,South,None,None,Stop,4,15,17,12,20,12,17,14,17,10,10,7,8,0,0,-33,-34,North
8,15,North,South,None,West,Stop,4,16,17,12,19,12,17,14,16,10,8,6,6,0,0,-34,-35,North
8,16,North,South,None,None,Stop,4,17,17,12,18,12,17,13,16,10,6,5,6,0,0,-35,-36,North
8,17,None,South,East,None,Stop,4,17,17,12,18,13,17,13,15,9,5,5,6,0,0,-36,-37,North
9,17,None,None,East,West,Stop,4,16,17,12,18,13,17,12,15,7,4,4,5,0,0,-37,-38,East
10,17,None,None,East,West,Stop,4,15,17,12,17,12,17,12,15,5,2,2,5,0,0,-38,161,East
11,17,None,None,East,West,Stop,3,16,17,3,1,13,17,13,15,5,0,2,3,0,0,161,160,East
12,17,North,None,East,West,Stop,3,16,17,3,1,13,17,13,16,4,0,1,3,0,0,160,359,East
13,17,None,South,East,West,Stop,2,15,17,3,1,5,1,13,15,2,0,0,3,0,0,359,358,East
14,17,None,South,East,West,Stop,2,15,18,3,1,5,1,14,15,2,0,0,3,0,0,358,357,East
15,17,North,None,East,West,Stop,2,15,18,3,1,5,1,13,15,1,0,0,5,0,0,357,556,East
15,18,North,South,None,None,Stop,1,1,1,3,1,5,1,12,15,0,0,0,7,0,0,556,555,North
15,19,North,South,None,None,Stop,1,1,1,3,1,5,1,11,15,0,0,0,7,0,0,555,554,North
15,20,None,South,East,None,Stop,1,1,1,3,1,5,1,12,15,0,0,0,7,0,0,554,553,North
16,20,None,None,East,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,9,0,0,553,552,East
17,20,None,None,East,West,Stop,1,1,1,3,1,5,1,12,15,0,0,0,11,0,0,552,551,East
18,20,North,None,None,West,Stop,1,1,1,3,1,5,1,11,15,0,0,0,12,0,0,551,550,East
18,21,North,South,None,None,Stop,1,1,1,3,1,5,1,11,15,0,0,0,14,0,0,550,549,North
18,22,North,South,None,None,Stop,1,1,1,3,1,5,1,10,15,0,0,0,14,0,0,549,548,North
18,23,None,South,East,West,Stop,1,1,1,3,1,5,1,11,15,0,0,0,14,0,0,548,547,North
17,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,15,0,0,0,14,0,0,547,546,West
16,23,None,None,East,West,Stop,1,1,1,3,1,5,1,11,15,0,0,0,14,0,0,546,545,West
15,23,North,None,East,West,Stop,1,1,1,3,1,5,1,10,15,0,0,0,12,0,0,545,544,West
14,23,None,None,East,West,Stop,1,1,1,3,1,5,1,11,15,0,0,0,12,0,0,544,543,West
13,23,None,None,East,West,Stop,1,1,1,3,1,5,1,10,15,0,0,0,10,0,0,543,542,West
12,23,North,None,East,West,Stop,1,1,1,3,1,5,1,11,15,0,0,0,8,0,0,542,541,West
11,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,15,0,0,0,10,0,0,541,540,West
10,23,None,None,East,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,10,0,0,540,539,West
9,23,None,South,East,West,Stop,1,1,1,3,1,5,1,12,15,0,0,0,11,0,0,539,538,West
9,22,North,South,None,None,Stop,1,1,1,3,1,5,1,12,15,0,0,0,10,0,0,538,537,South
9,21,North,South,None,None,Stop,1,1,1,3,1,5,1,12,15,0,0,0,8,0,0,537,536,South
9,20,North,None,East,None,Stop,1,1,1,3,1,5,1,11,15,0,0,0,6,0,0,536,535,South
10,20,None,None,East,West,Stop,1,1,1,3,1,5,1,10,15,0,0,0,6,0,0,535,534,East
11,20,None,None,East,West,Stop,1,1,1,3,1,5,1,11,15,0,0,0,6,0,0,534,533,East
12,20,None,South,None,West,Stop,1,1,1,3,1,5,1,12,15,0,0,0,6,0,0,533,532,East
12,19,North,South,None,None,Stop,1,1,1,3,1,5,1,11,15,0,0,0,5,0,0,532,531,South
12,18,North,South,None,None,Stop,1,1,1,3,1,5,1,11,15,0,0,0,5,0,0,531,530,South
12,17,North,None,East,West,Stop,1,1,1,3,1,5,1,10,15,0,0,0,3,0,0,530,529,South
11,17,None,None,East,West,Stop,1,1,1,3,1,5,1,11,15,0,0,0,3,0,0,529,528,West
10,17,None,None,East,West,Stop,1,1,1,3,1,5,1,10,15,0,0,0,3,0,0,528,527,West
9,17,None,None,East,West,Stop,1,1,1,3,1,5,1,11,15,0,0,0,5,0,0,527,526,West
8,17,None,South,East,None,Stop,1,1,1,3,1,5,1,12,15,0,0,0,6,0,0,526,525,West
8,16,North,South,None,None,Stop,1,1,1,3,1,5,1,12,15,0,0,0,6,0,0,525,524,South
8,15,North,South,None,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,6,0,0,524,523,South
8,14,North,South,None,None,Stop,1,1,1,3,1,5,1,13,16,0,0,0,8,0,0,523,522,South
8,13,North,South,East,None,Stop,1,1,1,3,1,5,1,13,17,0,0,0,9,0,0,522,521,South
9,13,None,None,East,West,Stop,1,1,1,3,1,5,1,13,17,0,0,0,8,0,0,521,520,East
10,13,None,None,East,West,Stop,1,1,1,3,1,5,1,13,17,0,0,0,6,0,0,520,519,East
11,13,None,None,East,West,Stop,1,1,1,3,1,5,1,12,17,0,0,0,5,0,0,519,518,East
12,13,None,None,East,West,Stop,1,1,1,3,1,5,1,12,17,0,0,0,5,0,0,518,517,East
13,13,None,None,East,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,5,0,0,517,516,East
14,13,None,None,East,West,Stop,1,1,1,3,1,5,1,12,17,0,0,0,6,0,0,516,515,East
15,13,None,None,East,West,Stop,1,1,1,3,1,5,1,12,17,0,0,0,8,0,0,515,514,East
16,13,None,None,East,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,10,0,0,514,513,East
17,13,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,10,0,0,513,512,East
18,13,None,None,East,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,11,0,0,512,511,East
19,13,North,South,None,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,12,0,0,511,510,East
19,14,North,South,None,None,Stop,1,1,1,3,1,5,1,12,18,0,0,0,11,0,0,510,509,North
19,15,North,South,East,None,Stop,1,1,1,3,1,5,1,12,18,0,0,0,10,0,0,509,508,North
19,16,North,South,None,None,Stop,1,1,1,3,1,5,1,12,18,0,0,0,10,0,0,508,507,North
19,17,None,South,None,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,9,0,0,507,506,North
18,17,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,9,0,0,506,505,West
17,17,None,None,East,West,Stop,1,1,1,3,1,5,1,12,20,0,0,0,7,0,0,505,504,West
16,17,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,6,0,0,504,503,West
15,17,North,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,4,0,0,503,502,West
15,18,North,South,None,None,Stop,1,1,1,3,1,5,1,12,18,0,0,0,4,0,0,502,501,North
15,19,North,South,None,None,Stop,1,1,1,3,1,5,1,12,19,0,0,0,4,0,0,501,500,North
15,20,None,South,East,None,Stop,1,1,1,3,1,5,1,12,18,0,0,0,4,0,0,500,499,North
16,20,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,5,0,0,499,498,East
17,20,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,7,0,0,498,497,East
18,20,North,None,None,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,7,0,0,497,496,East
18,21,North,South,None,None,Stop,1,1,1,3,1,5,1,12,19,0,0,0,8,0,0,496,495,North
18,22,North,South,None,None,Stop,1,1,1,3,1,5,1,12,19,0,0,0,8,0,0,495,494,North
18,23,None,South,East,West,Stop,1,1,1,3,1,5,1,12,20,0,0,0,10,0,0,494,493,North
17,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,10,0,0,493,492,West
16,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,9,0,0,492,491,West
15,23,North,None,East,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,7,0,0,491,490,West
14,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,7,0,0,490,489,West
13,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,6,0,0,489,488,West
12,23,North,None,East,West,Stop,1,1,1,3,1,5,1,12,18,0,0,0,4,0,0,488,487,West
11,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,4,0,0,487,486,West
10,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,20,0,0,0,6,0,0,486,485,West
9,23,None,South,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,7,0,0,485,484,West
9,22,North,South,None,None,Stop,1,1,1,3,1,5,1,12,19,0,0,0,6,0,0,484,483,South
9,21,North,South,None,None,Stop,1,1,1,3,1,5,1,12,19,0,0,0,6,0,0,483,482,South
9,20,North,None,East,None,Stop,1,1,1,3,1,5,1,12,18,0,0,0,4,0,0,482,481,South
10,20,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,3,0,0,481,480,East
11,20,None,None,East,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,2,0,0,480,479,East
12,20,None,South,None,West,Stop,1,1,1,3,1,5,1,12,19,0,0,0,2,0,0,479,478,East
12,19,North,South,None,None,Stop,1,1,1,3,1,5,1,12,18,0,0,0,2,0,0,478,477,South
12,18,North,South,None,None,Stop,1,1,1,3,1,5,1,12,17,0,0,0,2,0,0,477,476,South
12,17,North,None,East,West,Stop,1,1,1,3,1,5,1,13,17,0,0,0,2,0,0,476,475,South

14,3,None,None,East,West,Stop,4,10,15,13,15,14,15,17,15,16,13,12,15,0,0,0,-1,Stop
15,3,North,None,East,West,Stop,4,11,15,13,16,15,15,17,15,16,15,12,13,0,0,-1,-2,East
15,4,North,South,None,None,Stop,4,12,15,13,17,14,15,16,15,14,15,12,13,0,0,-2,-3,North
15,5,None,South,East,None,Stop,4,11,15,13,16,13,15,17,15,14,13,12,12,0,0,-3,-4,North
16,5,None,None,East,West,Stop,4,10,15,13,16,12,15,17,15,16,14,14,10,0,0,-4,-5,East
17,5,None,None,East,West,Stop,4,10,15,14,16,13,15,16,15,17,14,14,10,0,0,-5,-6,East
18,5,North,None,None,West,Stop,4,11,15,13,16,14,15,17,15,17,16,14,11,0,0,-6,-7,East
18,6,North,South,None,None,Stop,4,12,15,13,17,14,15,17,15,15,16,13,11,0,0,-7,-8,North
18,7,North,South,None,None,Stop,4,13,15,12,17,14,16,16,15,13,16,13,10,0,0,-8,-9,North
18,8,None,South,East,West,Stop,4,13,16,13,17,13,16,16,15,13,14,13,9,0,0,-9,-10,North
17,8,None,None,East,West,Stop,4,13,16,12,17,13,15,16,15,12,14,11,9,0,0,-10,-11,West
16,8,None,None,East,West,Stop,4,13,17,13,17,13,16,15,15,12,12,11,8,0,0,-11,-12,West
15,8,North,None,East,West,Stop,4,12,17,12,17,13,16,15,15,12,12,10,7,0,0,-12,-13,West
15,9,North,South,None,None,Stop,4,11,17,13,17,13,17,15,15,12,10,10,7,0,0,-13,-14,North
15,10,North,South,None,None,Stop,4,12,17,13,17,14,17,16,15,10,9,8,7,0,0,-14,-15,North
15,11,None,South,East,None,Stop,4,12,18,12,17,15,17,17,15,10,9,6,5,0,0,-15,-16,North
16,11,None,None,East,West,Stop,4,12,19,12,17,15,18,16,15,12,10,8,5,0,0,-16,-17,East
17,11,None,None,East,West,Stop,4,12,20,12,17,15,17,17,15,14,11,8,5,0,0,-17,-18,East
18,11,None,None,East,West,Stop,4,12,19,11,17,14,17,16,15,14,13,10,6,0,0,-18,-19,East
19,11,North,None,East,West,Stop,4,12,20,11,17,15,17,16,15,16,14,10,8,0,0,-19,-20,East
19,12,North,South,None,None,Stop,4,11,20,11,17,14,17,15,15,16,13,10,7,0,0,-20,-21,North
19,13,North,South,None,West,Stop,4,11,20,12,17,14,17,15,15,15,11,9,5,0,0,-21,-22,North
18,13,None,None,East,West,Stop,4,11,20,12,18,13,17,16,15,14,11,9,3,0,0,-22,-23,West
17,13,None,None,East,West,Stop,4,10,20,12,19,13,17,17,15,14,11,8,3,0,0,-23,-24,West
16,13,None,None,East,West,Stop,4,10,20,12,19,13,16,16,15,13,10,6,3,0,0,-24,-25,West
15,13,None,None,East,West,Stop,4,9,20,12,19,14,16,17,15,13,9,4,3,0,0,-25,-26,West
14,13,None,None,East,West,Stop,4,9,21,12,20,13,16,16,15,13,9,4,4,0,0,-26,-27,West
13,13,None,None,East,West,Stop,4,9,20,12,20,14,16,16,15,11,8,4,4,0,0,-27,-28,West
12,13,None,None,East,West,Stop,4,9,20,12,20,13,16,15,15,10,7,4,5,0,0,-28,-29,West
11,13,None,None,East,West,Stop,4,10,20,12,20,14,16,15,15,8,8,6,6,0,0,-29,-30,West
10,13,None,None,East,West,Stop,4,10,20,11,20,14,15,15,15,7,8,6,7,0,0,-30,-31,West
9,13,None,None,East,West,Stop,4,9,20,10,20,14,16,15,15,7,8,8,8,0,0,-31,-32,West
8,13,North,South,East,None,Stop,4,9,20,10,20,14,15,15,15,8,9,8,10,0,0,-32,-33,West
8,14,North,South,None,None,Stop,4,10,20,10,20,14,15,16,15,8,8,7,10,0,0,-33,-34,North
8,15,North,South,None,West,Stop,4,10,20,10,20,13,15,17,15,7,7,5,9,0,0,-34,-35,North
8,16,North,South,None,None,Stop,4,10,20,9,20,13,15,17,15,6,5,6,9,0,0,-35,-36,North
8,17,None,South,East,None,Stop,4,10,20,9,21,12,15,16,15,5,5,6,10,0,0,-36,-37,North
9,17,None,None,East,West,Stop,4,11,20,9,22,13,15,16,15,5,5,6,9,0,0,-37,-38,East
10,17,None,None,East,West,Stop,4,10,20,9,22,13,15,16,15,3,6,5,9,0,0,-38,-39,East
11,17,None,None,East,West,Stop,4,11,20,9,23,13,15,17,15,3,8,4,8,0,0,-39,-40,East
12,17,North,None,East,West,Stop,4,12,20,9,22,12,15,17,15,3,8,2,6,0,0,-40,-41,East
13,17,None,South,East,West,Stop,4,11,20,9,21,12,15,16,15,5,8,3,5,0,0,-41,-42,East
13,16,North,South,East,None,Stop,4,10,20,9,20,11,15,16,15,7,8,3,4,0,0,-42,-43,South
13,15,North,None,East,West,Stop,4,9,20,10,20,10,15,16,15,9,8,3,4,0,0,-43,-44,South
12,15,None,None,East,West,Stop,4,10,20,11,20,11,15,17,15,7,6,1,5,0,0,-44,155,West
11,15,None,None,East,West,Stop,3,11,20,12,20,5,1,17,15,5,6,0,6,0,0,155,154,West
10,15,None,None,East,None,Stop,3,12,20,12,19,5,1,17,15,7,6,0,7,0,0,154,153,West
11,15,None,None,East,West,Stop,3,12,20,12,18,5,1,17,15,6,4,0,5,0,0,153,152,East
12,15,None,None,East,West,Stop,3,11,20,12,18,5,1,16,15,6,3,0,4,0,0,152,151,East
13,15,North,None,East,West,Stop,3,10,20,12,18,5,1,16,15,8,4,0,4,0,0,151,150,East
13,16,North,South,East,None,Stop,3,9,20,12,19,5,1,17,15,8,4,0,5,0,0,150,149,North
13,17,None,South,East,West,Stop,3,10,20,12,18,5,1,17,15,6,2,0,5,0,0,149,148,North
12,17,North,None,East,West,Stop,3,10,20,12,18,5,1,16,15,5,1,0,6,0,0,148,347,West
12,18,North,South,None,None,Stop,2,11,20,3,1,5,1,16,15,3,0,0,6,0,0,347,346,North
12,19,North,South,None,None,Stop,2,11,20,3,1,5,1,15,15,2,0,0,8,0,0,346,545,North
12,20,None,South,None,West,Stop,1,1,1,3,1,5,1,16,15,0,0,0,10,0,0,545,544,North
11,20,None,None,East,West,Stop,1,1,1,3,1,5,1,17,15,0,0,0,11,0,0,544,543,West
10,20,None,None,East,West,Stop,1,1,1,3,1,5,1,17,15,0,0,0,11,0,0,543,542,West
9,20,North,None,East,None,Stop,1,1,1,3,1,5,1,16,15,0,0,0,11,0,0,542,541,West
9,21,North,South,None,None,Stop,1,1,1,3,1,5,1,15,15,0,0,0,11,0,0,541,540,North
9,22,North,South,None,None,Stop,1,1,1,3,1,5,1,14,15,0,0,0,11,0,0,540,539,North
9,23,None,South,East,West,Stop,1,1,1,3,1,5,1,14,16,0,0,0,11,0,0,539,538,North
10,23,None,None,East,West,Stop,1,1,1,3,1,5,1,13,16,0,0,0,9,0,0,538,537,East
11,23,None,None,East,West,Stop,1,1,1,3,1,5,1,13,17,0,0,0,9,0,0,537,536,East
12,23,North,None,East,West,Stop,1,1,1,3,1,5,1,14,17,0,0,0,9,0,0,536,535,East
13,23,None,None,East,West,Stop,1,1,1,3,1,5,1,14,16,0,0,0,9,0,0,535,534,East
14,23,None,None,East,West,Stop,1,1,1,3,1,5,1,14,15,0,0,0,9,0,0,534,533,East
15,23,North,None,East,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,10,0,0,533,532,East
16,23,None,None,East,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,12,0,0,532,531,East
17,23,None,None,East,West,Stop,1,1,1,3,1,5,1,12,15,0,0,0,12,0,0,531,530,East
18,23,None,South,East,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,13,0,0,530,529,East
18,22,North,South,None,None,Stop,1,1,1,3,1,5,1,13,15,0,0,0,12,0,0,529,528,South
18,21,North,South,None,None,Stop,1,1,1,3,1,5,1,13,15,0,0,0,12,0,0,528,527,South
18,20,North,None,None,West,Stop,1,1,1,3,1,5,1,12,15,0,0,0,10,0,0,527,526,South
17,20,None,None,East,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,9,0,0,526,525,West
16,20,None,None,East,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,9,0,0,525,524,West
15,20,None,South,East,None,Stop,1,1,1,3,1,5,1,12,15,0,0,0,9,0,0,524,523,West
15,19,North,South,None,None,Stop,1,1,1,3,1,5,1,11,15,0,0,0,7,0,0,523,522,South
15,18,North,South,None,None,Stop,1,1,1,3,1,5,1,12,15,0,0,0,5,0,0,522,521,South
15,17,North,None,East,West,Stop,1,1,1,3,1,5,1,13,15,0,0,0,3,0,0,521,520,South

14,3,None,None,East,West,Stop,4,10,15,13,15,14,15,17,15,16,13,12,15,0,0,0,-1,Stop
15,3,North,None,East,West,Stop,4,11,15,13,15,14,16,17,15,16,14,14,14,0,0,-1,-2,East
15,4,North,South,None,None,Stop,4,12,15,13,16,13,16,17,15,14,14,14,12,0,0,-2,-3,North
15,5,None,South,East,None,Stop,4,13,15,13,17,14,16,16,15,12,14,12,10,0,0,-3,-4,North
16,5,None,None,East,West,Stop,4,14,15,14,17,14,17,15,15,12,14,14,12,0,0,-4,-5,East
17,5,None,None,East,West,Stop,4,14,15,13,17,14,17,14,15,13,16,15,14,0,0,-5,-6,East
18,5,North,None,None,West,Stop,4,15,15,13,17,13,17,13,15,13,17,17,16,0,0,-6,-7,East
18,6,North,South,None,None,Stop,4,14,15,14,17,13,16,13,16,13,15,15,15,0,0,-7,-8,North
18,7,North,South,None,None,Stop,4,15,15,15,17,13,15,13,16,11,13,13,15,0,0,-8,-9,North
18,8,None,South,East,West,Stop,4,15,15,15,18,14,15,13,17,10,13,11,15,0,0,-9,-10,North
17,8,None,None,East,West,Stop,4,14,15,15,17,13,15,12,17,10,11,11,14,0,0,-10,-11,West
16,8,None,None,East,West,Stop,4,14,16,15,17,13,16,12,17,10,10,11,13,0,0,-11,-12,West
15,8,North,None,East,West,Stop,4,14,15,14,17,13,16,12,17,8,10,10,11,0,0,-12,-13,West
15,9,North,South,None,None,Stop,4,14,15,13,17,14,16,13,17,7,10,8,9,0,0,-13,-14,North
15,10,North,South,None,None,Stop,4,13,15,13,17,14,15,13,16,7,9,6,7,0,0,-14,-15,North
