@relation pacmanInformation-weka.filters.unsupervised.attribute.Remove-R24

@attribute PacPosX numeric
@attribute PacPosY numeric
@attribute ActN {North,None}
@attribute ActSo {South,None}
@attribute ActE {East,None}
@attribute ActW {West,None}
@attribute ActS {Stop,None}
@attribute NumAgents numeric
@attribute G1PosX numeric
@attribute G1PosY numeric
@attribute G2PosX numeric
@attribute G2PosY numeric
@attribute G3PosX numeric
@attribute G3PosY numeric
@attribute G4PosX numeric
@attribute G4PosY numeric
@attribute DistG1 numeric
@attribute DistG2 numeric
@attribute DistG3 numeric
@attribute DistG4 numeric
@attribute NumDots numeric
@attribute DistDot numeric
@attribute Score numeric
@attribute PacDir {North,South,East,West,Stop,None}

@data
10,1,None,None,East,West,Stop,1,1,4,1,3,6,2,15,9,12,11,5,12,60,2,5039,East
11,1,None,None,East,West,Stop,1,1,5,1,2,6,2,15,8,14,11,6,11,60,2,5038,East
12,1,None,None,East,West,Stop,1,1,4,1,1,6,3,15,8,14,0,8,10,60,2,5037,East
13,1,North,None,None,West,Stop,1,1,3,1,1,6,2,15,8,14,0,8,9,60,2,5036,East
13,2,North,South,None,None,Stop,1,1,4,1,2,6,1,15,8,14,12,0,8,60,2,5035,North
13,3,North,South,East,West,Stop,1,1,3,1,1,6,2,15,8,12,0,8,6,60,1,5034,North
13,4,North,South,None,None,Stop,1,1,3,1,2,6,3,15,7,13,14,8,6,60,2,5033,North
13,5,North,South,East,None,Stop,1,1,3,1,2,5,3,15,8,14,15,10,5,60,1,5032,North
14,5,None,None,East,West,Stop,1,1,2,1,3,6,3,15,8,16,15,10,3,59,1,5131,East
15,5,None,None,East,West,Stop,1,1,2,1,3,6,4,15,7,17,16,10,3,58,1,5230,East
16,5,North,South,East,West,Stop,1,1,1,1,2,6,4,14,7,0,18,11,4,57,1,5329,East
1,18,None,South,East,None,Stop,4,5,9,11,3,17,6,25,13,13,25,28,29,0,0,0,Stop
1,17,North,South,None,None,Stop,4,5,10,10,3,16,6,25,13,11,23,26,27,0,0,-1,South
1,16,North,South,East,None,Stop,4,6,10,10,4,15,6,25,14,11,21,24,26,0,0,-2,South
2,16,None,South,East,West,Stop,4,5,10,11,4,16,6,25,14,9,21,24,24,0,0,-3,East
2,15,North,South,East,West,Stop,4,5,9,10,4,15,6,24,14,9,19,22,24,0,0,-4,South
2,14,North,None,East,West,Stop,4,6,9,10,3,14,6,25,14,9,19,20,23,0,0,-5,South
3,14,North,None,East,West,Stop,4,6,10,10,3,15,6,25,14,7,18,20,21,0,0,-6,East
4,14,North,None,East,West,Stop,4,5,10,11,3,15,6,24,14,5,18,19,21,0,0,-7,East
5,14,North,None,East,West,Stop,4,5,9,11,3,14,6,25,14,5,17,17,19,0,0,-8,East
6,14,North,None,East,West,Stop,4,6,9,11,3,14,7,24,14,5,16,15,18,0,0,-9,East
7,14,North,None,East,West,Stop,4,5,9,11,4,13,7,24,14,7,14,13,17,0,0,-10,East
8,14,North,South,East,West,Stop,4,6,9,10,4,13,7,24,14,7,12,12,17,0,0,-11,East
8,13,North,South,East,None,Stop,4,6,10,11,4,13,7,24,15,5,12,11,19,0,0,-12,South
8,12,North,South,East,West,Stop,4,6,9,11,3,13,6,25,15,5,12,11,20,0,0,-13,South
8,11,North,South,East,None,Stop,4,6,10,11,3,13,7,25,15,3,11,9,20,0,0,-14,South
8,10,North,South,East,None,Stop,4,5,10,11,4,13,7,25,14,3,9,8,20,0,0,-15,South
8,9,North,South,East,None,Stop,4,6,10,11,3,13,7,24,14,3,9,7,22,0,0,-16,South
8,8,North,South,East,None,Stop,4,6,10,11,3,13,7,25,14,4,8,6,23,0,0,-17,South
8,7,North,South,East,None,Stop,4,6,9,10,3,13,6,25,14,4,6,6,23,0,0,-18,South
8,6,North,South,East,West,Stop,4,6,9,9,3,13,6,24,14,5,4,5,25,0,0,-19,South
8,5,North,South,East,None,Stop,4,5,9,9,4,14,6,25,14,7,2,7,26,0,0,-20,South
9,5,North,South,East,West,Stop,4,4,9,9,4,15,6,25,14,9,1,7,24,0,0,-21,East
9,4,North,South,East,West,Stop,3,4,9,3,1,16,6,25,13,10,0,9,25,0,0,178,South
10,4,North,South,East,West,Stop,3,3,9,3,1,16,6,25,13,12,0,8,25,0,0,177,East
10,5,North,South,East,West,Stop,3,3,10,3,1,17,6,25,14,12,0,8,23,0,0,176,North
10,6,North,South,East,West,Stop,3,3,10,3,1,18,6,25,13,11,0,8,22,0,0,175,North
11,6,North,South,None,West,Stop,3,3,10,3,1,18,6,25,13,12,0,7,21,0,0,174,East
11,7,North,South,None,West,Stop,3,3,9,3,1,18,6,25,13,10,0,8,20,0,0,173,North
11,8,North,South,None,West,Stop,3,3,8,3,1,18,5,25,13,8,0,10,19,0,0,172,North
10,8,North,South,East,West,Stop,3,4,8,3,1,18,5,25,13,6,0,11,21,0,0,171,West
9,8,North,South,East,West,Stop,3,4,8,3,1,17,5,25,14,5,0,11,21,0,0,170,West
8,8,North,South,East,None,Stop,3,5,8,3,1,18,5,25,13,3,0,13,23,0,0,169,West
