@relation pacmanInformation-weka.filters.unsupervised.attribute.Remove-R24

@attribute PacPosX numeric
@attribute PacPosY numeric
@attribute ActN {North,None}
@attribute ActSo {South,None}
@attribute ActE {East,None}
@attribute ActW {West,None}
@attribute ActS {Stop,None}
@attribute NumAgents numeric
@attribute G1PosX numeric
@attribute G1PosY numeric
@attribute G2PosX numeric
@attribute G2PosY numeric
@attribute G3PosX numeric
@attribute G3PosY numeric
@attribute G4PosX numeric
@attribute G4PosY numeric
@attribute DistG1 numeric
@attribute DistG2 numeric
@attribute DistG3 numeric
@attribute DistG4 numeric
@attribute NumDots numeric
@attribute DistDot numeric
@attribute Score numeric
@attribute PacDir {North,South,East,West,Stop,None}

@data
1,1,North,None,East,None,Stop,1,1,3,1,3,6,1,13,3,2,2,0,13,0,0,2384,West
1,2,North,South,None,None,Stop,1,2,3,1,3,6,1,12,3,2,1,0,12,0,0,2383,North
1,3,None,South,East,None,Stop,1,2,3,3,1,7,1,12,3,1,0,0,10,0,0,2582,North
2,3,None,None,East,West,Stop,1,1,2,2,1,7,1,11,3,2,0,0,9,0,0,2781,East
1,3,None,South,East,None,Stop,1,1,2,3,1,8,1,11,3,1,0,0,9,0,0,2780,West
1,2,North,South,None,None,Stop,1,1,1,4,1,7,1,10,3,0,0,0,9,0,0,3179,South
1,1,North,None,East,None,Stop,1,1,1,5,1,6,1,9,3,0,0,0,10,0,0,3578,South
2,1,None,None,East,West,Stop,1,1,2,4,1,7,1,9,3,2,0,0,9,0,0,3577,East
3,1,None,None,East,West,Stop,1,1,1,4,1,6,1,9,3,0,0,0,8,0,0,3576,East
2,1,None,None,East,West,Stop,1,1,1,5,1,6,1,9,3,0,0,0,10,0,0,3775,West
1,1,North,None,East,None,Stop,1,1,2,5,1,6,1,10,3,1,0,0,10,0,0,3974,West
1,2,North,South,None,None,Stop,1,1,1,6,1,7,1,9,3,0,0,0,8,0,0,4373,North
1,1,North,None,East,None,Stop,1,2,1,7,1,7,1,9,2,0,0,0,10,0,0,4572,South
1,1,North,None,East,None,Stop,1,2,1,6,1,6,1,9,3,0,0,0,9,0,0,4571,South
